facilityId,facilityName,siteAddress,streetNumber,streetDirection,streetName,streetType,streetUnit,city,state,zip,typeOfFacility,categoryOfFacility,inspectionType,inspectionDate,violationCode,violation,violationPoints,violationType,violationStatus,inspectionScore,location,concat_address,split_coords,google_coords
FA0001638,CAPRESE TRATTORIA,1067 S HOVER RD UNIT D,1067,S,HOVER,RD,D,LONGMONT,CO,80501,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,11/15/2018,02E,Smoking Eating Drinking,0,Critical,In,65,"1067 S HOVER RD UNIT D
LONGMONT, CO 80501
(40.147984, -105.130853)",1067 S HOVER RD UNIT D LONGMONT CO USA,"40.147984, -105.130853","40.1479432,-105.1314564"
FA0005256,MCDEVITT TACO SUPPLY (MOBILE),4800 BASELINE RD UNIT C110,4800,,BASELINE,RD,C110,Boulder,CO,80303,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,ROUTINE INSPECTION,5/31/2018,01C,Cross Contamination,0,Critical,Not Applicable,10,"4800 BASELINE RD UNIT C110
Boulder, CO 80303
(40.000017, -105.234005)",4800 BASELINE RD UNIT C110 Boulder CO USA,"40.000017, -105.234005","39.9980269,-105.2328968"
FA0003621,MOTOMAKI,1600 28TH ST UNIT 1216,1600,,28TH,ST,1216,BOULDER,CO,80303,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,6/17/2016,03A,Cooling Methods,0,Critical,In,10,"1600 28TH ST UNIT 1216
BOULDER, CO 80303
(40.018321, -105.258281)",1600 28TH ST UNIT 1216 BOULDER CO USA,"40.018321, -105.258281","40.0155682,-105.2578091"
FA0000118,AVISTA HOSPITAL,100 HEALTH PARK DR,100,,HEALTH PARK,DR,,LOUISVILLE,CO,800279583,RESTAURANT 0 TO 100 SEATS,RESIDENTIAL FACILITIES,ROUTINE INSPECTION,5/15/2013,11B,Dishmachine With Accurate Thermometer & Gauge Cock,0,Non-Critical,Not Observed,45,"100 HEALTH PARK DR
LOUISVILLE, CO 800279583
(39.951436, -105.148954)",100 HEALTH PARK DR LOUISVILLE CO USA,"39.951436, -105.148954","39.9519333,-105.1517462"
FA0004761,BOULDER FRESH GARDEN,2400 ARAPAHOE AVE,2400,,ARAPAHOE,AVE,,BOULDER,CO,80302,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,5/2/2017,10C,Dishwashing Facilities,0,Non-Critical,Not Observed,25,"2400 ARAPAHOE AVE
BOULDER, CO 80302
(40.014555, -105.262529)",2400 ARAPAHOE AVE BOULDER CO USA,"40.014555, -105.262529","40.0143121,-105.2626594"
FA0002561,BOULDER PHO & MILK TEA,2321 CLOVER BASIN DR,2321,,CLOVER BASIN,DR,,LONGMONT,CO,80503,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,5/7/2014,06C,Soap and Drying Devices,0,Critical,In,10,"2321 CLOVER BASIN DR
LONGMONT, CO 80503
(40.144103, -105.132292)",2321 CLOVER BASIN DR LONGMONT CO USA,"40.144103, -105.132292","40.143716,-105.1320739"
FA0000150,CANYON CAFE,1777 6TH ST,1777,,6TH,ST,,BOULDER,CO,803025814,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,5/2/2017,03D,Required Cooking Temperature,0,Critical,Not Applicable,20,"1777 6TH ST
BOULDER, CO 803025814
(40.014732, -105.287328)",1777 6TH ST BOULDER CO USA,"40.014732, -105.287328","40.0143562,-105.2887003"
FA0001367,LA MARIPOSA MARGARITA HOUSE MEXICAN RESTAURANT,2845 28TH AVE,2845,,28TH,AVE,,BOULDER,CO,80301,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,REGULAR INSPECTION (30 DAYS),2/23/2016,07C,Animals Prohibited,0,Critical,In,40,"2845 28TH AVE
BOULDER, CO 80301
(40.027897, -105.258395)",2845 28TH AVE BOULDER CO USA,"40.027897, -105.258395","40.0279047,-105.2592116"
FA0004951,JEANNOTS PATISSERIE & BISTRO,2770 ARAPAHOE RD UNIT 124,2770,,ARAPAHOE,RD,124,LAFAYETTE,CO,80026,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,7/11/2017,03F,Food Thermometer,0,Critical,In,20,"2770 ARAPAHOE RD UNIT 124
LAFAYETTE, CO 80026
(40.014659, -105.131672)",2770 ARAPAHOE RD UNIT 124 LAFAYETTE CO USA,"40.014659, -105.131672","40.013305,-105.1322911"
FA0004784,RAKKAN RAMEN,1650 28TH ST Unit 1228,1650,,28TH,ST,1228,BOULDER,CO,80301,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,REGULAR INSPECTION (30 DAYS),9/28/2015,05A,Safe Water Source,0,Critical,Not Observed,8,"1650 28TH ST Unit 1228
BOULDER, CO 80301
(40.016032, -105.258263)",1650 28TH ST Unit 1228 BOULDER CO USA,"40.016032, -105.258263","40.0166539,-105.2579263"
FA0000181,CENTRO MEXICAN CUISINE,950 PEARL ST,950,,PEARL,ST,,BOULDER,CO,803025109,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,1/16/2013,06B,Accessible,0,Critical,In,60,"950 PEARL ST
BOULDER, CO 803025109
(40.017359, -105.282576)",950 PEARL ST BOULDER CO USA,"40.017359, -105.282576","40.0172017,-105.2825478"
FA0003879,SMASHBURGER LONGMONT,965 S HOVER ST UNIT A-1,965,S,HOVER,ST,A-1,LONGMONT,CO,80501,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,REGULAR INSPECTION (30 DAYS),7/11/2013,04A,Manual,0,Critical,In,31,"965 S HOVER ST UNIT A-1
LONGMONT, CO 80501
(40.151166, -105.130823)",965 S HOVER ST UNIT A-1 LONGMONT CO USA,"40.151166, -105.130823","40.1511469,-105.1314918"
FA0000084,BLUE AGAVE,2030 KEN PRATT BLVD,2030,,KEN PRATT,BLVD,,LONGMONT,CO,80504,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,REGULAR INSPECTION (30 DAYS),2/7/2018,14C,Floors Walls Ceilings,0,Non-Critical,In,46,"2030 KEN PRATT BLVD
LONGMONT, CO 80504
(40.143892, -105.127525)",2030 KEN PRATT BLVD LONGMONT CO USA,"40.143892, -105.127525","40.1441702,-105.1279513"
FA0005033,STARBUCKS COFFEE #47385,100 MCCASLIN BLVD,100,,MCCASLIN,BLVD,,SUPERIOR,CO,80027,LIMITED FOOD SERVICE CONVENIENCE OTHER,FAST FOOD LIMITED MENU,REGULAR INSPECTION (30 DAYS),9/9/2019,FC45,Single-use / single-service articles: properly stored & used,10,,In,0,"100 MCCASLIN BLVD
SUPERIOR, CO 80027
(39.955634, -105.165649)",100 MCCASLIN BLVD SUPERIOR CO USA,"39.955634, -105.165649","39.9556568,-105.1651615"
FA0005318,HINMANS BAKERY #1  (MOBILE PRE-PKG),5604 E KENDALL CT,5604,E,KENDALL,CT,,Arvada,CO,80002,MOBILE UNIT PREPACKAGED,PRE PACKAGED,REGULAR INSPECTION (30 DAYS),8/4/2018,01B,Wholesome Free of Spoilage,0,Critical,In,25,"5604 E KENDALL CT
Arvada, CO 80002
(39.798656, -105.066046)",5604 E KENDALL CT Arvada CO USA,"39.798656, -105.066046","39.7986377,-105.0655594"
FA0000407,KFC AND TACO BELL STORE 474,3210 ARAPAHOE RD,3210,,ARAPAHOE,RD,,BOULDER,CO,803031021,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,11/29/2017,03F,Food Thermometer,0,Critical,In,45,"3210 ARAPAHOE RD
BOULDER, CO 803031021
(40.014569, -105.251043)",3210 ARAPAHOE RD BOULDER CO USA,"40.014569, -105.251043","40.0138709,-105.2111301"
FA0000496,LOLITAS MARKET & DELI,800 PEARL ST,800,,PEARL,ST,,BOULDER,CO,80301,GROCERY STORE W DELI 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,ROUTINE INSPECTION,8/2/2016,07A,Evidence of Insects or Rodents,10,Critical,Out,35,"800 PEARL ST
BOULDER, CO 80301
(40.016862, -105.284941)",800 PEARL ST BOULDER CO USA,"40.016862, -105.284941","40.0166477,-105.2849266"
FA0000157,YOU AND MEE NOODLE HOUSE,2850 IRIS AVE UNIT D,2850,,IRIS,AVE,D,BOULDER,CO,803011493,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,REGULAR INSPECTION (30 DAYS),7/15/2015,11B,Dishmachine With Accurate Thermometer & Gauge Cock,0,Non-Critical,Not Observed,43,"2850 IRIS AVE UNIT D
BOULDER, CO 803011493
(40.036459, -105.25666)",2850 IRIS AVE UNIT D BOULDER CO USA,"40.036459, -105.25666","40.035263,-105.2566954"
FA0002152,SILVERMINE SUBS,1640 PACE ST UNIT 300,1640,,PACE,ST,300,LONGMONT,CO,80504,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,12/3/2015,12A,Food Contact Surfaces Cleaning,0,Non-Critical,Not Observed,60,"1640 PACE ST UNIT 300
LONGMONT, CO 80504
(40.187852, -105.074116)",1640 PACE ST UNIT 300 LONGMONT CO USA,"40.187852, -105.074116","40.1877465,-105.071323"
FA0002871,MEADOW LARK FARM DINNERS (MOBILE),4593 BROADWAY ST,4593,,BROADWAY,ST,,BOULDER,CO,80304,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,REGULAR INSPECTION (30 DAYS),6/15/2017,02F,Training Needed,0,Critical,In,10,"4593 BROADWAY ST
BOULDER, CO 80304
(40.058023, -105.282139)",4593 BROADWAY ST BOULDER CO USA,"40.058023, -105.282139","40.0579532,-105.2827137"
FA0001646,EINSTEIN BROS BAGELS 3331,1693 28TH ST,1693,,28TH,ST,,BOULDER,CO,80301,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,2/7/2018,15A,Personnel: Clean Clothes Hair Restraints Authorizat,0,Non-Critical,Not Observed,35,"1693 28TH ST
BOULDER, CO 80301
(40.016979, -105.258469)",1693 28TH ST BOULDER CO USA,"40.016979, -105.258469","40.0169677,-105.2588796"
FA0001004,MATEO,1837 PEARL ST,1837,,PEARL,ST,,BOULDER,CO,80302,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,12/22/2016,01C,Cross Contamination,20,Critical,Out,100,"1837 PEARL ST
BOULDER, CO 80302
(40.019729, -105.271042)",1837 PEARL ST BOULDER CO USA,"40.019729, -105.271042","40.0199161,-105.2711326"
FA0001385,TES SPECIAL EVENTS 1,2761 IRIS AVE,2761,,IRIS,AVE,,Boulder,CO,80304,SPECIAL EVENT,SPECIAL EVENT,ROUTINE INSPECTION,5/28/2016,03D,Required Cooking Temperature,0,Critical,In,0,"2761 IRIS AVE
Boulder, CO 80304
(40.03645, -105.259608)",2761 IRIS AVE Boulder CO USA,"40.03645, -105.259608","40.0375466,-105.2593606"
FA0001022,MCDONALDS SOUTH,245 S MAIN ST,245,S,MAIN,ST,,LONGMONT,CO,80501,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,REGULAR INSPECTION (30 DAYS),7/5/2016,03E,Cold Hold at 41 Degrees or Less,0,Critical,In,6,"245 S MAIN ST
LONGMONT, CO 80501
(40.153495, -105.102552)",245 S MAIN ST LONGMONT CO USA,"40.153495, -105.102552","40.1534998,-105.1031013"
FA0001021,MCDONALDS NORTH,1900 N MAIN ST,1900,N,MAIN,ST,,LONGMONT,CO,80501,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,2/7/2019,FC12,Food received at proper temperature,20,Critical,Not Observed,30,"1900 N MAIN ST
LONGMONT, CO 80501
(40.19287, -105.102343)",1900 N MAIN ST LONGMONT CO USA,"40.19287, -105.102343","40.1925503,-105.1017538"
FA0000644,MCDONALDS HOVER,1051 S HOVER ST,1051,S,HOVER,ST,,LONGMONT,CO,805017908,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,12/10/2015,10A,Food-Contact Surfaces Construction,0,Non-Critical,Not Observed,20,"1051 S HOVER ST
LONGMONT, CO 805017908
(40.149456, -105.130854)",1051 S HOVER ST LONGMONT CO USA,"40.149456, -105.130854","40.1496672,-105.1314461"
FA0001663,DOUGS DINER,2574 BASELINE RD,2574,,BASELINE,RD,,BOULDER,CO,80305,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,3/30/2017,08B,Properly Labeled,0,Critical,In,40,"2574 BASELINE RD
BOULDER, CO 80305
(40.000241, -105.261624)",2574 BASELINE RD BOULDER CO USA,"40.000241, -105.261624","39.9990636,-105.2612502"
FA0001630,TACOS GTO,516 MAIN ST,516,,MAIN,ST,,LONGMONT,CO,80501,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,6/13/2014,06B,Accessible,0,Critical,In,10,"516 MAIN ST
LONGMONT, CO 80501
(40.168061, -105.102507)",516 MAIN ST LONGMONT CO USA,"40.168061, -105.102507","40.168074,-105.1022791"
FA0000661,JANUARY COFFEE,1886 30TH ST UNIT B,1886,,30TH,ST,B,BOULDER,CO,803011016,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,6/24/2013,14E,Ventilation,0,Non-Critical,Not Observed,15,"1886 30TH ST UNIT B
BOULDER, CO 803011016
(40.019733, -105.253581)",1886 30TH ST UNIT B BOULDER CO USA,"40.019733, -105.253581","40.0194791,-105.2516056"
FA0001782,JERSEY MIKES SUBS 22043,535 W SOUTH BOULDER RD UNIT 290,535,W,SOUTH BOULDER,RD,290,LAFAYETTE,CO,80026,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,12/30/2019,FC21,Proper hot holding temperatures,20,Critical,In,50,"535 W SOUTH BOULDER RD UNIT 290
LAFAYETTE, CO 80026
(39.987008, -105.095729)",535 W SOUTH BOULDER RD UNIT 290 LAFAYETTE CO USA,"39.987008, -105.095729","39.9873892,-105.095485"
FA0003269,ALI BABA GRILL,3054 28TH ST,3054,,28TH,ST,,BOULDER,CO,80301,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,12/2/2015,10A,Food-Contact Surfaces Construction,0,Non-Critical,Not Observed,35,"3054 28TH ST
BOULDER, CO 80301
(40.030149, -105.258411)",3054 28TH ST BOULDER CO USA,"40.030149, -105.258411","40.0301734,-105.2578728"
FA0003913,NEVERIA LA ZUMBA,1131 FRANCIS ST UNIT A,1131,,FRANCIS,ST,A,LONGMONT,CO,80501,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,11/9/2017,06B,Accessible,0,Critical,In,0,"1131 FRANCIS ST UNIT A
LONGMONT, CO 80501
(40.17889, -105.116546)",1131 FRANCIS ST UNIT A LONGMONT CO USA,"40.17889, -105.116546","40.1787502,-105.1170169"
FA0003680,LA MOMO MAES BAKERY,900 S HOVER ST UNIT F,900,S,HOVER,ST,F,LONGMONT,CO,80501,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,REGULAR INSPECTION (30 DAYS),5/17/2018,05B,Hot and Cold Water Under Pressure,0,Critical,In,23,"900 S HOVER ST UNIT F
LONGMONT, CO 80501
(40.151771, -105.130654)",900 S HOVER ST UNIT F LONGMONT CO USA,"40.151771, -105.130654","40.1514448,-105.1301698"
FA0000834,CASIAN SEAFOOD,211 N PUBLIC RD UNIT 110,211,N,PUBLIC,RD,110,LAFAYETTE,CO,80026,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,4/17/2013,06B,Accessible,0,Critical,In,65,"211 N PUBLIC RD UNIT 110
LAFAYETTE, CO 80026
(39.999904, -105.090481)",211 N PUBLIC RD UNIT 110 LAFAYETTE CO USA,"39.999904, -105.090481","39.9999146,-105.0906787"
FA0000747,JAI THAI RESTAURANT,2055 KEN PRATT BLVD UNIT A,2055,,KEN PRATT,BLVD,A,LONGMONT,CO,80501,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,8/1/2014,03B,Rapidly Reheat to 165 Degrees or Greater,0,Critical,Not Applicable,15,"2055 KEN PRATT BLVD UNIT A
LONGMONT, CO 80501
(40.143484, -105.127961)",2055 KEN PRATT BLVD UNIT A LONGMONT CO USA,"40.143484, -105.127961","40.14337200000001,-105.127429"
FA0004841,LOS DOS BROS #1 (MOBILE),6341 ARAPAHOE AVE,6341,,ARAPAHOE,AVE,,BOULDER,CO,80303,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,ROUTINE INSPECTION,7/14/2016,12C,Dishwashing Operations,0,Non-Critical,Not Observed,20,"6341 ARAPAHOE AVE
BOULDER, CO 80303",6341 ARAPAHOE AVE BOULDER CO USA,,"40.0150688,-105.2057818"
FA0002385,BEST PHO,1377 FOREST PARK CIR UNIT 102,1377,,FOREST PARK,CIR,102,LAFAYETTE,CO,80026,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,8/13/2018,14F,Locker Rooms,0,Non-Critical,Not Observed,15,"1377 FOREST PARK CIR UNIT 102
LAFAYETTE, CO 80026
(40.014204, -105.127992)",1377 FOREST PARK CIR UNIT 102 LAFAYETTE CO USA,"40.014204, -105.127992","40.01402239999999,-105.1294202"
FA0005308,SEBS PIZZAS (MOBILE),1219 ROCK CREEK CIR UNIT 1,1219,,ROCK CREEK,CIR,1,LAFAYETTE,CO,80026,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,ROUTINE INSPECTION,10/8/2019,FC53,"Toilet facilities: properly constructed, supplied, & cleaned",5,,Not Observed,20,"1219 ROCK CREEK CIR UNIT 1
LAFAYETTE, CO 80026
(39.974947, -105.072706)",1219 ROCK CREEK CIR UNIT 1 LAFAYETTE CO USA,"39.974947, -105.072706","39.9745169,-105.0726392"
FA0005035,AREPAS CARIBBEAN FOOD (MOBILE),243 TERRY ST UNIT E,243,,TERRY,ST,E,Longmont,CO,80501,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,ROUTINE INSPECTION,10/8/2019,FC13,"Food in good condition, safe, & unadulterated",20,Critical,In,40,"243 TERRY ST UNIT E
Longmont, CO 80501
(40.16324, -105.105152)",243 TERRY ST UNIT E Longmont CO USA,"40.16324, -105.105152","40.1632809,-105.105545"
FA0004632,IZZIO ARTISAN BAKERY LMGT FARMER MKT,197 S 104TH ST,197,S,104TH,ST,,LOUISVILLE,CO,80027,SPECIAL EVENT,SPECIAL EVENT,ROUTINE INSPECTION,4/23/2016,09B,Food Protected from Contamination,2,Non-Critical,Out,12,"197 S 104TH ST
LOUISVILLE, CO 80027
(39.967944, -105.109351)",197 S 104TH ST LOUISVILLE CO USA,"39.967944, -105.109351","39.9681487,-105.1102727"
FA0004515,BOSS LADY PIZZA,1613 COALTON RD,1613,,COALTON,RD,,SUPERIOR,CO,80027,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,11/2/2016,03G,Adequate Equipment to Maintain Food Temperatures,0,Critical,In,7,"1613 COALTON RD
SUPERIOR, CO 80027
(39.928963, -105.14878)",1613 COALTON RD SUPERIOR CO USA,"39.928963, -105.14878","39.9299969,-105.1494925"
FA0002157,RUBY RUS,1280 CENTAUR VILLAGE DR UNIT 1,1280,,CENTAUR VILLAGE,DR,1,LAFAYETTE,CO,80026,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,ROUTINE INSPECTION,4/27/2016,02A,Personnel With Infections Restricted,0,Critical,In,15,"1280 CENTAUR VILLAGE DR UNIT 1
LAFAYETTE, CO 80026
(39.987478, -105.107815)",1280 CENTAUR VILLAGE DR UNIT 1 LAFAYETTE CO USA,"39.987478, -105.107815","39.9875867,-105.1074805"
FA0000435,CASA AGAVE,451 S PRATT PKWY,451,S,PRATT,PKWY,,LONGMONT,CO,805016438,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,7/27/2017,02F,Training Needed,0,Critical,In,36,"451 S PRATT PKWY
LONGMONT, CO 805016438
(40.153659, -105.107025)",451 S PRATT PKWY LONGMONT CO USA,"40.153659, -105.107025","40.1536324,-105.107395"
FA0003455,LAUDISIO 2 (MOBILE),1837 PEARL ST,1837,,PEARL,ST,,Boulder,CO,80302,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,ROUTINE INSPECTION,9/4/2019,FC09,No bare hand contact with RTE food or a pre-approved alternative procedure properly allowed,25,Critical,In,0,"1837 PEARL ST
Boulder, CO 80302
(40.019729, -105.271042)",1837 PEARL ST Boulder CO USA,"40.019729, -105.271042","40.0199161,-105.2711326"
FA0005425,IZOTE LATIN FOOD #3 (MOBILE),2510 47TH ST UNIT B100,2510,,47TH,ST,B100,Boulder,CO,80301,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,ROUTINE INSPECTION,4/29/2019,FC44,"Utensils, equipment & linens: properly stored, dried, & handled",2,,Not Observed,40,"2510 47TH ST UNIT B100
Boulder, CO 80301
(40.02539, -105.244192)",2510 47TH ST UNIT B100 Boulder CO USA,"40.02539, -105.244192","40.026162,-105.2427945"
FA0005121,PLACERITA RANCH (PRE-PKG MOBILE)@ BC FMRS MRKT,1725 SKYWAY DR UNIT 170,1725,,SKYWAY,DR,170,Longmont,CO,80504,MOBILE UNIT PREPACKAGED,PRE PACKAGED,ROUTINE INSPECTION,4/20/2019,FC42,Washing fruits & vegetables,15,,Not Observed,0,"1725 SKYWAY DR UNIT 170
Longmont, CO 80504
(40.157934, -105.022816)",1725 SKYWAY DR UNIT 170 Longmont CO USA,"40.157934, -105.022816","40.1581674,-105.0226617"
FA0000449,ASH KARA,1043 PEARL ST,1043,,PEARL,ST,,BOULDER,CO,803025110,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,2/5/2014,03E,Cold Hold at 41 Degrees or Less,0,Critical,In,0,"1043 PEARL ST
BOULDER, CO 803025110
(40.017577, -105.281533)",1043 PEARL ST BOULDER CO USA,"40.017577, -105.281533","40.0177094,-105.2816351"
FA0001215,GRILL AT COAL CREEK THE,585 W DILLON RD,585,W,DILLON,RD,,LOUISVILLE,CO,80027,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,5/21/2019,FC53,"Toilet facilities: properly constructed, supplied, & cleaned",5,,Not Observed,50,"585 W DILLON RD
LOUISVILLE, CO 80027
(39.958207, -105.153436)",585 W DILLON RD LOUISVILLE CO USA,"39.958207, -105.153436","39.9585447,-105.152074"
FA0005434,CHEESE LOVE GRILL 2 (MOBILE),4986 E MORRISON RD,4986,E,MORRISON,RD,,Denver,CO,80219,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,ROUTINE INSPECTION,4/29/2019,FC39,"Contamination prevented during food preparation, storage & display",15,,In,0,"4986 E MORRISON RD
Denver, CO 80219
(39.698269, -105.051217)",4986 E MORRISON RD Denver CO USA,"39.698269, -105.051217","39.6979964,-105.0508555"
FA0003851,ZEAL CART (MOBILE),3101 PEARL PKWY,3101,,PEARL,PKWY,,Boulder,CO,80301,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,ROUTINE INSPECTION,5/16/2015,08A,Properly Stored,0,Critical,In,0,"3101 PEARL PKWY
Boulder, CO 80301
(40.023433, -105.249636)",3101 PEARL PKWY Boulder CO USA,"40.023433, -105.249636","40.0239233,-105.251865"
FA0000092,GEMINI,1115 PEARL ST,1115,,PEARL,ST,,BOULDER,CO,803025103,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,9/6/2016,05C,Backflow Back Siphonage,0,Critical,In,25,"1115 PEARL ST
BOULDER, CO 803025103
(40.017703, -105.28095)",1115 PEARL ST BOULDER CO USA,"40.017703, -105.28095","40.017885,-105.2808233"
FA0005141,SKYPILOT FARM #1 @ FMR MRKT,10384 AIRPORT RD,10384,,AIRPORT,RD,,LONGMONT,CO,80503,MOBILE UNIT PREPACKAGED,SPECIAL EVENT,ROUTINE INSPECTION,7/18/2018,14A,Plumbing Installed Maintained,0,Non-Critical,Not Observed,0,"10384 AIRPORT RD
LONGMONT, CO 80503
(40.163312, -105.154446)",10384 AIRPORT RD LONGMONT CO USA,"40.163312, -105.154446","40.1629001,-105.1497666"
FA0005264,PASTIFICIO BOULDER @ BLDR FARM MRKT,2438 30TH ST,2438,,30TH,ST,,Boulder,CO,80301,MOBILE UNIT PREPACKAGED,PRE PACKAGED,ROUTINE INSPECTION,4/14/2018,14F,Locker Rooms,0,Non-Critical,Not Observed,15,"2438 30TH ST
Boulder, CO 80301
(40.02574, -105.253683)",2438 30TH ST Boulder CO USA,"40.02574, -105.253683","40.0257082,-105.2523434"
FA0004976,JIMMY JOHNS,994 W DILLON RD,994,W,DILLON,RD,,LOUISVILLE,CO,80027,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,REGULAR INSPECTION (30 DAYS),7/5/2018,07A,Evidence of Insects or Rodents,0,Critical,In,35,"994 W DILLON RD
LOUISVILLE, CO 80027
(39.961157, -105.164052)",994 W DILLON RD LOUISVILLE CO USA,"39.961157, -105.164052","39.9607009,-105.1641366"
FA0000108,MONO MONO KFC,599 CROSSING DR,599,,CROSSING,DR,,LAFAYETTE,CO,800261797,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,ROUTINE INSPECTION,10/6/2014,05D,Sewage Disposal,0,Critical,In,20,"599 CROSSING DR
LAFAYETTE, CO 800261797
(40.003415, -105.101335)",599 CROSSING DR LAFAYETTE CO USA,"40.003415, -105.101335","40.0034456,-105.1016396"
FA0000872,SPICY HOUSE,401 3RD AVE,401,,3RD,AVE,,LONGMONT,CO,80501,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,REGULAR INSPECTION (30 DAYS),3/29/2018,03F,Food Thermometer,0,Critical,In,36,"401 3RD AVE
LONGMONT, CO 80501
(40.163937, -105.100293)",401 3RD AVE LONGMONT CO USA,"40.163937, -105.100293","40.1635887,-105.1002922"
FA0001057,WING STOP,1100 KEN PRATT BLVD UNIT A,1100,,KEN PRATT,BLVD,A,LONGMONT,CO,80501,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,ROUTINE INSPECTION,6/16/2014,06B,Accessible,0,Critical,In,0,"1100 KEN PRATT BLVD UNIT A
LONGMONT, CO 80501
(40.152317, -105.111382)",1100 KEN PRATT BLVD UNIT A LONGMONT CO USA,"40.152317, -105.111382","40.15283730000001,-105.1110897"
FA0002867,BASIL BOWL,1302 CENTAUR VILLAGE DR,1302,,CENTAUR VILLAGE,DR,,LAFAYETTE,CO,80026,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,REGULAR INSPECTION (30 DAYS),1/13/2015,10A,Food-Contact Surfaces Construction,0,Non-Critical,In,11,"1302 CENTAUR VILLAGE DR
LAFAYETTE, CO 80026",1302 CENTAUR VILLAGE DR LAFAYETTE CO USA,,"39.9858315,-105.1069648"
