"facility_id","inspection_date","violation_category","lower"
"FA0002484","2013-01-08","poisons/toxins","properly labeled"
"FA0002484","2014-08-15","personnel","smoking eating drinking"
"FA0002484","2014-08-15","personnel","hygienic practices"
"FA0002484","2016-05-09","personnel","smoking eating drinking"
"FA0002484","2016-05-09","poisons/toxins","properly stored"
"FA0002484","2017-07-11","equipment/utensil cleaning","manual"
"FA0002484","2017-07-11","personnel","smoking eating drinking"
"FA0002484","2017-07-11","equipment/utensil cleaning","chemical test kits provided accessible"
"FA0002484","2017-07-11","poisons/toxins","properly stored"
"FA0002484","2017-07-11","personnel","hygienic practices"
"FA0002484","2017-07-11","utensils","linen properly stored"
"FA0002484","2019-01-11","toilets/handwashing","adequate handwashing sinks properly supplied and accessible"
"FA0002484","2019-01-11","personnel","certified food protection manager"
"FA0002484","2019-01-11","personnel","procedures for responding to vomiting and diarrheal events"
"FA0002484","2019-01-11","personnel","proper eating, tasting, drinking, or tobacco use"
"FA0002488","2014-06-12","personnel","training needed"
"FA0002488","2014-06-12","equipment design/contstruction","food-contact surfaces construction"
"FA0002488","2014-06-12","equipment/utensil cleaning","non-food contact surfaces cleaning"
"FA0002488","2014-06-12","food temperature control","cooling methods"
"FA0002488","2014-06-12","personnel","no bare hand contact"
"FA0002488","2014-06-12","toilets/handwashing","soap and drying devices"
"FA0002488","2017-03-03","food temperature control","hot hold at 135 degrees farenheit or greater"
"FA0002488","2017-03-03","water/sewage/plumbing","backflow back siphonage"
"FA0002488","2017-03-03","equipment/utensil cleaning","manual"
"FA0002488","2017-03-03","toilets/handwashing","soap and drying devices"
"FA0002488","2017-03-03","equipment/utensil cleaning","mechanical"
"FA0002488","2019-02-19","food labeling/protection","food properly labeled; original container"
"FA0002488","2019-02-19","physical facilities","physical facilities installed, maintained, & clean"
"FA0002488","2019-02-19","water/sewage/plumbing","plumbing installed; proper backflow devices"
"FA0002488","2019-02-19","physical facilities","adequate ventilation & lighting; designated areas used"
"FA0002488","2019-02-19","toilets/handwashing","adequate handwashing sinks properly supplied and accessible"
"FA0002488","2019-02-19","food source","proper date marking and disposition"
"FA0002488","2019-02-19","pest control","contamination prevented during food preparation, storage & display"
"FA0002488","2019-02-19","equipment/utensil cleaning","warewashing facilities: installed, maintained, & used; test strips"
"FA0002488","2019-02-19","personnel","procedures for responding to vomiting and diarrheal events"
"FA0002488","2019-02-19","food source","contamination prevented during food preparation, storage & display"
"FA0002488","2019-02-19","food temperature control","proper hot holding temperatures"
"FA0002488","2019-02-19","water/sewage/plumbing","sewage & waste water properly disposed"
"FA0002488","2019-02-19","personnel","person in charge present, demonstrates knowledge, and performs duties"
"FA0002488","2019-02-19","water/sewage/plumbing","hot & cold water available; adequate pressure"
"FA0002488","2019-02-19","personnel","certified food protection manager"
"FA0002488","2019-02-19","poisons/toxins","toxic substances properly identified, stored & used"
"FA0002492","2013-10-30","food temperature control","hot hold at 135 degrees farenheit or greater"
"FA0002492","2016-09-15","equipment/utensil cleaning","mechanical"
"FA0002492","2016-09-15","food labeling/protection","food protected from contamination"
"FA0002492","2016-09-15","personnel","wounds properly covered"
"FA0002492","2016-09-15","equipment/utensil cleaning","food contact surfaces cleaning"
"FA0002492","2016-09-15","personnel","smoking eating drinking"
"FA0002492","2016-09-15","food source","cross contamination"
"FA0002492","2017-11-08","equipment/utensil cleaning","mechanical"
"FA0002492","2017-11-08","personnel","hands washed as needed"
"FA0002492","2017-11-08","personnel","smoking eating drinking"
"FA0002492","2019-06-14","personnel","procedures for responding to vomiting and diarrheal events"
"FA0002492","2019-06-14","equipment/utensil cleaning","food contact surfaces; cleaned & sanitized"
"FA0002492","2019-06-14","personnel","certified food protection manager"
"FA0002492","2019-06-14","food source","proper date marking and disposition"
"FA0002497","2015-02-25","poisons/toxins","properly stored"
"FA0002497","2016-02-17","equipment design/contstruction","non-food contact surfaces construction"
"FA0002497","2016-02-17","water/sewage/plumbing","plumbing installed maintained"
"FA0002497","2018-01-11","toilets/handwashing","soap and drying devices"
"FA0002505","2014-06-18","food temperature control","hot hold at 135 degrees farenheit or greater"
"FA0002505","2017-03-31","pest control","pesticide application"
"FA0002505","2017-03-31","personnel","smoking eating drinking"
"FA0002505","2019-09-05","food temperature control","proper cold holding temperatures"
"FA0002505","2019-09-05","utensils","in-use utensils: properly stored"
"FA0002506","2013-07-26","food temperature control","cold hold at 41 degrees or less"
"FA0002506","2013-07-26","equipment design/contstruction","food-contact surfaces construction"
"FA0002506","2013-07-26","personnel","smoking eating drinking"
"FA0002506","2013-07-26","equipment/utensil cleaning","mechanical"
"FA0002506","2016-05-26","food source","consumer advisory"
"FA0002506","2016-05-26","personnel","training needed"
"FA0002506","2016-05-26","water/sewage/plumbing","backflow back siphonage"
"FA0002506","2016-05-26","food temperature control","food thermometer"
"FA0002506","2019-06-27","personnel","procedures for responding to vomiting and diarrheal events"
"FA0002506","2019-06-27","personnel","certified food protection manager"
"FA0002506","2019-06-27","food temperature control","thermometer provided & accurate"
"FA0002506","2019-06-27","toilets/handwashing","adequate handwashing sinks properly supplied and accessible"
"FA0002513","2015-06-05","equipment/utensil cleaning","non-food contact surfaces cleaning"
"FA0002513","2019-02-25","physical facilities","adequate ventilation & lighting; designated areas used"
"FA0002513","2019-02-25","personnel","procedures for responding to vomiting and diarrheal events"
"FA0002526","2014-08-06","food temperature control","cold hold at 41 degrees or less"
"FA0002526","2014-08-06","food temperature control","hot hold at 135 degrees farenheit or greater"
"FA0002526","2014-08-06","food temperature control","food thermometer"
"FA0002526","2016-06-10","food temperature control","food thermometer"
"FA0002526","2016-06-10","equipment/utensil cleaning","mechanical"
"FA0002526","2016-06-10","personnel","hygienic practices"
"FA0002526","2018-02-13","personnel","hygienic practices"
"FA0002526","2018-02-13","food temperature control","hot hold at 135 degrees farenheit or greater"
"FA0002526","2018-02-13","food source","wholesome free of spoilage"
"FA0002527","2014-06-09","equipment design/contstruction","food-contact surfaces construction"
"FA0002527","2014-06-09","physical facilities","lighting"
"FA0002527","2014-06-09","equipment/utensil cleaning","non-food contact surfaces cleaning"
"FA0002527","2014-06-09","water/sewage/plumbing","plumbing installed maintained"
"FA0002527","2018-11-05","toilets/handwashing","accessible"
"FA0002527","2018-11-05","personnel","smoking eating drinking"
"FA0002527","2018-11-05","poisons/toxins","properly labeled"
"FA0002527","2018-11-05","water/sewage/plumbing","hot and cold water under pressure"
"FA0002561","2014-05-07","poisons/toxins","properly stored"
"FA0002561","2017-03-09","water/sewage/plumbing","backflow back siphonage"
"FA0002561","2017-03-09","personnel","smoking eating drinking"
"FA0002561","2017-03-09","food temperature control","cold hold at 41 degrees or less"
"FA0002561","2018-04-11","water/sewage/plumbing","plumbing installed maintained"
"FA0002561","2018-04-11","equipment design/contstruction","food-contact surfaces construction"
"FA0002561","2018-04-11","food temperature control","cold hold at 41 degrees or less"
"FA0002561","2018-04-11","toilets/handwashing","soap and drying devices"
"FA0002562","2015-09-08","food temperature control","cold hold at 41 degrees or less"
"FA0002562","2015-09-08","food labeling/protection","food protected from contamination"
"FA0002562","2017-03-13","personnel","no bare hand contact"
"FA0002562","2017-05-11","food temperature control","cooling methods"
"FA0002562","2018-10-17","toilets/handwashing","soap and drying devices"
"FA0002578","2015-12-21","toilets/handwashing","soap and drying devices"
"FA0002578","2017-01-26","poisons/toxins","properly labeled"
"FA0002578","2019-06-27","toilets/handwashing","adequate handwashing sinks properly supplied and accessible"
"FA0002591","2014-06-11","equipment design/contstruction","food-contact surfaces construction"
"FA0002591","2014-06-11","poisons/toxins","properly labeled"
"FA0002591","2014-06-11","utensils","no reuse of single service articles"
"FA0002591","2014-06-11","food temperature control","food thermometer"
"FA0002591","2014-06-11","equipment/utensil cleaning","chemical test kits provided accessible"
"FA0002591","2016-07-08","equipment design/contstruction","food-contact surfaces construction"
"FA0002591","2016-07-08","food temperature control","food thermometer"
"FA0002591","2016-07-08","toilets/handwashing","soap and drying devices"
"FA0002591","2016-07-08","toilets/handwashing","accessible"
"FA0002591","2016-07-08","equipment/utensil cleaning","chemical test kits provided accessible"
"FA0002592","2014-02-10","personnel","training needed"
"FA0002592","2014-02-10","food temperature control","cold hold at 41 degrees or less"
"FA0002592","2014-02-10","food temperature control","adequate equipment to maintain food temperatures"
"FA0002592","2016-09-01","personnel","hygienic practices"
"FA0002592","2019-07-03","food source","proper date marking and disposition"
"FA0002592","2019-07-03","personnel","procedures for responding to vomiting and diarrheal events"
"FA0002592","2019-07-03","personnel","certified food protection manager"
"FA0002609","2014-08-21","food temperature control","cold hold at 41 degrees or less"
"FA0002609","2014-08-21","food temperature control","adequate equipment to maintain food temperatures"
"FA0002609","2014-08-21","personnel","smoking eating drinking"
"FA0002609","2015-11-16","pest control","pesticide application"
"FA0002609","2015-11-16","water/sewage/plumbing","backflow back siphonage"
"FA0002609","2015-11-16","pest control","evidence of insects or rodents"
"FA0002609","2015-11-16","personnel","training needed"
"FA0002609","2015-11-16","personnel","smoking eating drinking"
"FA0002609","2017-11-02","personnel","hygienic practices"
"FA0002609","2017-11-02","food temperature control","cold hold at 41 degrees or less"
"FA0002609","2019-05-09","personnel","procedures for responding to vomiting and diarrheal events"
"FA0002609","2019-05-09","food temperature control","time as a public health control; procedures & records"
"FA0002609","2019-05-09","personnel","proper eating, tasting, drinking, or tobacco use"
"FA0002609","2019-05-09","pest control","insects, rodents, & animals not present"
"FA0002612","2017-08-22","toilets/handwashing","soap and drying devices"
"FA0002629","2014-06-17","food temperature control","cold hold at 41 degrees or less"
"FA0002629","2018-06-29","equipment/utensil cleaning","mechanical"
"FA0002629","2018-06-29","poisons/toxins","properly labeled"
"FA0002629","2018-06-29","food temperature control","cold hold at 41 degrees or less"
"FA0002629","2018-06-29","water/sewage/plumbing","backflow back siphonage"
"FA0002629","2019-10-02","equipment/utensil cleaning","food contact surfaces; cleaned & sanitized"
"FA0002629","2019-10-02","personnel","hands clean & properly washed"
"FA0002629","2019-10-02","toilets/handwashing","adequate handwashing sinks properly supplied and accessible"
"FA0002629","2019-10-02","personnel","procedures for responding to vomiting and diarrheal events"
"FA0002629","2019-10-02","personnel","no bare hand contact with rte food or a pre-approved alternative procedure properly allowed"
"FA0002629","2019-10-02","personnel","certified food protection manager"
"FA0002630","2013-11-18","toilets/handwashing","soap and drying devices"
"FA0002630","2013-11-18","toilets/handwashing","accessible"
"FA0002630","2013-11-18","water/sewage/plumbing","hot and cold water under pressure"
"FA0002630","2015-04-30","utensils","equipment utensils provided used, stored"
"FA0002630","2015-04-30","food labeling/protection","food protected from contamination"
"FA0002630","2015-04-30","toilets/handwashing","soap and drying devices"
"FA0002630","2015-04-30","personnel","training needed"
"FA0002630","2017-01-26","personnel","training needed"
"FA0002631","2014-04-30","personnel","hygienic practices"
"FA0002631","2014-04-30","personnel","smoking eating drinking"
"FA0002631","2015-08-11","personnel","training needed"
"FA0002631","2017-03-09","poisons/toxins","properly used"
"FA0002645","2014-05-20","food temperature control","adequate equipment to maintain food temperatures"
"FA0002645","2014-05-20","water/sewage/plumbing","hot and cold water under pressure"
"FA0002645","2014-05-20","food temperature control","cold hold at 41 degrees or less"
"FA0002645","2016-05-23","water/sewage/plumbing","backflow back siphonage"
"FA0002645","2016-05-23","water/sewage/plumbing","hot and cold water under pressure"
"FA0002645","2016-05-23","food temperature control","cold hold at 41 degrees or less"
"FA0002645","2016-05-23","personnel","hands washed as needed"
"FA0002645","2016-05-23","toilets/handwashing","soap and drying devices"
"FA0002645","2017-12-20","personnel","smoking eating drinking"
"FA0002645","2017-12-20","toilets/handwashing","soap and drying devices"
"FA0002645","2017-12-20","food temperature control","refrigeration units with accurate thermometers"
"FA0002645","2017-12-20","personnel","hygienic practices"
"FA0002645","2017-12-20","food temperature control","food thermometer"
"FA0002645","2017-12-20","personnel","hands washed as needed"
"FA0002645","2017-12-20","equipment/utensil cleaning","wiping cloths"
"FA0002645","2017-12-20","food labeling/protection","food protected from contamination"
"FA0002645","2017-12-20","poisons/toxins","properly labeled"
"FA0002651","2014-06-11","food temperature control","cold hold at 41 degrees or less"
"FA0002651","2014-06-11","water/sewage/plumbing","hot and cold water under pressure"
"FA0002651","2014-06-11","equipment/utensil cleaning","manual"
"FA0002651","2014-06-11","food temperature control","cooling methods"
"FA0002651","2016-06-15","food temperature control","cold hold at 41 degrees or less"
"FA0002651","2016-06-15","toilets/handwashing","accessible"
"FA0002651","2016-06-15","personnel","hygienic practices"
"FA0002651","2016-06-15","toilets/handwashing","soap and drying devices"
"FA0002651","2016-06-15","food source","cross contamination"
"FA0002651","2017-11-28","food source","cross contamination"
"FA0002651","2017-11-28","personnel","hygienic practices"
"FA0002651","2017-11-28","food temperature control","adequate equipment to maintain food temperatures"
"FA0002651","2017-11-28","food temperature control","cooling methods"
"FA0002651","2018-08-03","pest control","evidence of insects or rodents"
"FA0002651","2018-08-03","personnel","smoking eating drinking"
"FA0002651","2018-08-03","personnel","hands washed as needed"
"FA0002651","2018-08-03","personnel","training needed"
"FA0002651","2018-08-03","food temperature control","cooling methods"
"FA0002651","2018-08-03","equipment/utensil cleaning","food contact surfaces cleaning"
"FA0002651","2018-08-03","toilets/handwashing","soap and drying devices"
"FA0002651","2018-08-03","food labeling/protection","food protected from contamination"
"FA0002651","2018-08-03","food temperature control","cold hold at 41 degrees or less"
"FA0002651","2018-08-03","utensils","equipment utensils provided used, stored"
"FA0002651","2018-08-03","food temperature control","hot hold at 135 degrees farenheit or greater"
"FA0002651","2018-08-03","physical facilities","garbage and refuse"
"FA0002651","2018-08-03","pest control","pesticide application"
"FA0002651","2018-08-03","equipment design/contstruction","food-contact surfaces construction"
"FA0002651","2018-08-03","personnel","hygienic practices"
"FA0002651","2019-01-29","personnel","certified food protection manager"
"FA0002651","2019-01-29","toilets/handwashing","adequate handwashing sinks properly supplied and accessible"
"FA0002651","2019-01-29","personnel","procedures for responding to vomiting and diarrheal events"
"FA0002651","2019-11-05","toilets/handwashing","adequate handwashing sinks properly supplied and accessible"
"FA0002651","2019-11-05","equipment/utensil cleaning","food contact surfaces; cleaned & sanitized"
"FA0002651","2019-11-05","personnel","certified food protection manager"
"FA0002653","2015-09-21","food labeling/protection","food protected from contamination"
"FA0002654","2013-08-14","equipment/utensil cleaning","chemical test kits provided accessible"
"FA0002654","2013-08-14","food labeling/protection","food protected from contamination"
"FA0002656","2013-09-19","poisons/toxins","properly labeled"
"FA0002656","2015-01-20","personnel","smoking eating drinking"
"FA0002656","2015-01-20","poisons/toxins","properly stored"
"FA0002656","2015-01-20","equipment/utensil cleaning","manual"
"FA0002656","2017-07-24","personnel","hands washed as needed"
"FA0002656","2017-07-24","personnel","smoking eating drinking"
"FA0002656","2017-07-24","food temperature control","food thermometer"
"FA0002656","2019-11-22","utensils","single-use / single-service articles: properly stored & used"
"FA0002656","2019-11-22","toilets/handwashing","adequate handwashing sinks properly supplied and accessible"
"FA0002656","2019-11-22","food temperature control","thermometer provided & accurate"
"FA0002656","2019-11-22","water/sewage/plumbing","plumbing installed; proper backflow devices"
"FA0002656","2019-11-22","poisons/toxins","toxic substances properly identified, stored & used"
"FA0002656","2019-11-22","equipment design/contstruction","food & non-food contact surfaces cleanable, properly designed, constructed, & used"
"FA0002656","2019-11-22","physical facilities","physical facilities installed, maintained, & clean"
"FA0002657","2014-05-30","food temperature control","cold hold at 41 degrees or less"
"FA0002657","2014-05-30","personnel","hygienic practices"
"FA0002657","2017-03-27","food temperature control","cold hold at 41 degrees or less"
"FA0002657","2017-03-27","personnel","hands washed as needed"
"FA0002657","2017-03-27","personnel","smoking eating drinking"
"FA0002657","2018-06-07","food temperature control","cold hold at 41 degrees or less"
"FA0002657","2019-12-09","equipment/utensil cleaning","food contact surfaces; cleaned & sanitized"
"FA0002658","2014-08-19","food temperature control","cold hold at 41 degrees or less"
"FA0002658","2014-08-19","personnel","hands washed as needed"
"FA0002658","2016-06-02","water/sewage/plumbing","backflow back siphonage"
"FA0002658","2016-06-02","personnel","smoking eating drinking"
"FA0002658","2016-06-02","food temperature control","cold hold at 41 degrees or less"
"FA0002658","2018-11-08","food temperature control","cold hold at 41 degrees or less"
"FA0002658","2018-11-08","food temperature control","hot hold at 135 degrees farenheit or greater"
"FA0002661","2016-07-12","water/sewage/plumbing","hot and cold water under pressure"
"FA0002661","2016-07-12","water/sewage/plumbing","backflow back siphonage"
"FA0002661","2018-11-19","food labeling/protection","food protected from contamination"
"FA0002661","2018-11-19","physical facilities","floors walls ceilings"
"FA0002665","2013-11-08","utensils","equipment utensils provided used, stored"
"FA0002665","2013-11-08","equipment/utensil cleaning","mechanical"
"FA0002665","2013-11-08","water/sewage/plumbing","hot and cold water under pressure"
"FA0002665","2013-11-08","physical facilities","locker rooms"
"FA0002665","2013-11-08","personnel","hygienic practices"
"FA0002665","2013-11-08","equipment design/contstruction","food-contact surfaces construction"
"FA0002665","2013-11-08","personnel","training needed"
"FA0002665","2013-11-08","food labeling/protection","food protected from contamination"
"FA0002665","2015-10-29","equipment/utensil cleaning","dishmachine with accurate thermometer & gauge cock"
"FA0002665","2015-10-29","utensils","no reuse of single service articles"
"FA0002665","2015-10-29","equipment/utensil cleaning","non-food contact surfaces cleaning"
"FA0002665","2015-10-29","physical facilities","floors walls ceilings"
"FA0002665","2015-10-29","physical facilities","ventilation"
"FA0002665","2015-10-29","water/sewage/plumbing","plumbing installed maintained"
"FA0002665","2015-10-29","poisons/toxins","properly stored"
"FA0002665","2015-10-29","food temperature control","adequate equipment to maintain food temperatures"
"FA0002665","2015-10-29","food temperature control","refrigeration units with accurate thermometers"
"FA0002665","2015-10-29","physical facilities","lighting"
"FA0002665","2015-10-29","equipment design/contstruction","non-food contact surfaces construction"
"FA0002665","2015-10-29","equipment design/contstruction","food-contact surfaces construction"
"FA0002665","2015-10-29","physical facilities","locker rooms"
"FA0002665","2015-10-29","food labeling/protection","food protected from contamination"
"FA0002665","2017-05-31","personnel","smoking eating drinking"
"FA0002665","2017-05-31","equipment/utensil cleaning","wiping cloths"
"FA0002665","2017-05-31","personnel","hands washed as needed"
"FA0002665","2017-05-31","utensils","equipment utensils provided used, stored"
"FA0002665","2017-05-31","equipment/utensil cleaning","manual"
"FA0002665","2017-05-31","personnel","training needed"
"FA0002665","2017-05-31","equipment/utensil cleaning","non-food contact surfaces cleaning"
"FA0002665","2017-05-31","food labeling/protection","food protected from contamination"
"FA0002665","2017-05-31","physical facilities","premises maintained"
"FA0002665","2017-05-31","equipment/utensil cleaning","food contact surfaces cleaning"
"FA0002665","2017-05-31","equipment design/contstruction","non-food contact surfaces construction"
"FA0002665","2017-05-31","food temperature control","refrigeration units with accurate thermometers"
"FA0002665","2017-05-31","equipment design/contstruction","food-contact surfaces construction"
"FA0002665","2017-05-31","personnel","hygienic practices"
"FA0002665","2017-05-31","food temperature control","adequate equipment to maintain food temperatures"
"FA0002665","2017-05-31","toilets/handwashing","soap and drying devices"
"FA0002665","2017-05-31","physical facilities","floors walls ceilings"
"FA0002665","2017-05-31","food source","cross contamination"
"FA0002665","2017-05-31","poisons/toxins","properly stored"
"FA0002665","2017-05-31","food source","wholesome free of spoilage"
"FA0002665","2018-01-17","equipment/utensil cleaning","wiping cloths"
"FA0002665","2018-01-17","physical facilities","floors walls ceilings"
"FA0002665","2018-01-17","food temperature control","cooling methods"
"FA0002665","2018-01-17","food temperature control","cold hold at 41 degrees or less"
"FA0002665","2018-01-17","personnel","hands washed as needed"
"FA0002665","2018-01-17","equipment/utensil cleaning","non-food contact surfaces cleaning"
"FA0002665","2018-01-17","food temperature control","refrigeration units with accurate thermometers"
"FA0002665","2018-01-17","food source","cross contamination"
"FA0002665","2018-01-17","personnel","smoking eating drinking"
"FA0002665","2018-01-17","equipment/utensil cleaning","manual"
"FA0002665","2018-01-17","personnel","training needed"
"FA0002665","2018-01-17","personnel","hygienic practices"
"FA0002665","2018-01-17","toilets/handwashing","soap and drying devices"
"FA0002668","2015-01-13","personnel","hands washed as needed"
"FA0002668","2015-01-13","water/sewage/plumbing","hot and cold water under pressure"
"FA0002668","2016-11-22","food temperature control","hot hold at 135 degrees farenheit or greater"
"FA0002668","2016-11-22","water/sewage/plumbing","hot and cold water under pressure"
"FA0002668","2016-11-22","water/sewage/plumbing","plumbing installed maintained"
"FA0002670","2015-01-20","personnel","smoking eating drinking"
"FA0002670","2017-05-03","water/sewage/plumbing","plumbing installed maintained"
"FA0002670","2017-05-03","food labeling/protection","food protected from contamination"
"FA0002670","2017-05-03","toilets/handwashing","accessible"
"FA0002670","2017-05-03","personnel","hygienic practices"
"FA0002670","2019-06-11","personnel","certified food protection manager"
"FA0002675","2013-10-01","poisons/toxins","properly labeled"
"FA0002675","2019-10-02","toilets/handwashing","adequate handwashing sinks properly supplied and accessible"
"FA0002675","2019-10-02","food source","proper date marking and disposition"
"FA0002675","2019-10-02","physical facilities","adequate ventilation & lighting; designated areas used"
"FA0002675","2019-10-02","personnel","certified food protection manager"
"FA0002675","2019-10-02","water/sewage/plumbing","plumbing installed; proper backflow devices"
"FA0002676","2014-06-10","food temperature control","cold hold at 41 degrees or less"
"FA0002676","2014-06-10","food temperature control","adequate equipment to maintain food temperatures"
"FA0002676","2016-10-04","personnel","hygienic practices"
"FA0002677","2014-01-13","personnel","no bare hand contact"
"FA0002677","2014-01-13","poisons/toxins","properly stored"
"FA0002677","2014-01-13","personnel","hygienic practices"
"FA0002677","2014-01-13","food temperature control","cold hold at 41 degrees or less"
"FA0002677","2017-08-14","equipment/utensil cleaning","wiping cloths"
"FA0002677","2017-08-14","food labeling/protection","food protected from contamination"
"FA0002677","2017-08-14","food labeling/protection","original container properly labeled"
"FA0002677","2017-08-14","utensils","equipment utensils provided used, stored"
"FA0002677","2017-08-14","poisons/toxins","properly labeled"
"FA0002680","2016-05-28","water/sewage/plumbing","hot and cold water under pressure"
"FA0002680","2018-01-31","personnel","hygienic practices"
"FA0002685","2018-10-25","poisons/toxins","properly stored"
"FA0002685","2018-10-25","food labeling/protection","food protected from contamination"
"FA0002685","2018-10-25","physical facilities","floors walls ceilings"
"FA0002689","2016-08-04","food source","cross contamination"
"FA0002689","2016-08-04","personnel","hygienic practices"
"FA0002689","2016-08-04","pest control","evidence of insects or rodents"
"FA0002689","2019-10-15","personnel","certified food protection manager"
"FA0002689","2019-10-15","toilets/handwashing","adequate handwashing sinks properly supplied and accessible"
"FA0002694","2016-09-30","personnel","hands washed as needed"
"FA0002694","2016-09-30","toilets/handwashing","soap and drying devices"
"FA0002697","2014-09-26","equipment/utensil cleaning","mechanical"
"FA0002699","2014-06-12","food temperature control","cold hold at 41 degrees or less"
"FA0002699","2014-06-12","food temperature control","adequate equipment to maintain food temperatures"
"FA0002699","2014-06-12","toilets/handwashing","soap and drying devices"
"FA0002699","2017-03-02","personnel","hands washed as needed"
"FA0002699","2017-03-02","food temperature control","cooling methods"
"FA0002699","2017-03-02","toilets/handwashing","soap and drying devices"
"FA0002699","2017-03-02","personnel","training needed"
"FA0002699","2017-03-02","personnel","no bare hand contact"
"FA0002699","2017-03-02","food source","approved source"
"FA0002699","2017-03-02","food source","consumer advisory"
"FA0002699","2018-11-27","food source","approved source"
"FA0002699","2018-11-27","toilets/handwashing","accessible"
"FA0002699","2018-11-27","food source","consumer advisory"
"FA0002701","2014-06-12","food source","consumer advisory"
"FA0002701","2017-09-06","pest control","evidence of insects or rodents"
"FA0002701","2017-09-06","toilets/handwashing","accessible"
"FA0002701","2017-09-06","food temperature control","adequate equipment to maintain food temperatures"
"FA0002701","2017-09-06","food temperature control","cold hold at 41 degrees or less"
"FA0002703","2014-06-13","water/sewage/plumbing","backflow back siphonage"
"FA0002703","2014-06-13","food temperature control","cold hold at 41 degrees or less"
"FA0002703","2016-10-17","food temperature control","adequate equipment to maintain food temperatures"
"FA0002703","2016-10-17","equipment/utensil cleaning","manual"
"FA0002703","2016-10-17","personnel","hygienic practices"
"FA0002703","2016-10-17","personnel","training needed"
"FA0002703","2016-10-17","pest control","evidence of insects or rodents"
"FA0002703","2016-10-17","food temperature control","cold hold at 41 degrees or less"
"FA0002703","2017-10-30","water/sewage/plumbing","backflow back siphonage"
"FA0002703","2017-10-30","poisons/toxins","properly labeled"
"FA0002703","2017-10-30","food temperature control","cold hold at 41 degrees or less"
"FA0002704","2014-04-08","personnel","training needed"
"FA0002704","2014-04-08","food source","cross contamination"
"FA0002704","2014-04-08","toilets/handwashing","accessible"
"FA0002704","2014-04-08","water/sewage/plumbing","hot and cold water under pressure"
"FA0002704","2016-06-08","personnel","hygienic practices"
"FA0002704","2016-06-08","food temperature control","food thermometer"
"FA0002704","2016-06-08","personnel","hands washed as needed"
"FA0002704","2016-06-08","food temperature control","cold hold at 41 degrees or less"
"FA0002704","2016-06-08","personnel","smoking eating drinking"
"FA0002704","2018-06-27","personnel","smoking eating drinking"
"FA0002704","2018-06-27","personnel","hands washed as needed"
"FA0002704","2018-06-27","food temperature control","cold hold at 41 degrees or less"
"FA0002704","2018-06-27","personnel","hygienic practices"
"FA0002704","2018-06-27","poisons/toxins","properly labeled"
"FA0002704","2018-06-27","food source","consumer advisory"
"FA0002704","2018-06-27","food source","cross contamination"
"FA0002704","2018-06-27","personnel","training needed"
"FA0002704","2018-06-27","toilets/handwashing","soap and drying devices"
"FA0002704","2018-06-27","food temperature control","food thermometer"
"FA0002704","2019-04-03","personnel","procedures for responding to vomiting and diarrheal events"
"FA0002704","2019-04-03","food source","contamination prevented during food preparation, storage & display"
"FA0002704","2019-04-03","personnel","certified food protection manager"
"FA0002704","2019-04-03","food source","consumer advisory provided for raw/undercooked food"
"FA0002704","2019-04-03","pest control","contamination prevented during food preparation, storage & display"
"FA0002718","2016-03-03","food temperature control","cold hold at 41 degrees or less"
"FA0002718","2016-03-03","food temperature control","adequate equipment to maintain food temperatures"
"FA0002718","2016-03-03","equipment design/contstruction","non-food contact surfaces construction"
"FA0002718","2016-03-03","water/sewage/plumbing","plumbing installed maintained"
"FA0002718","2016-11-29","toilets/handwashing","soap and drying devices"
"FA0002718","2016-11-29","water/sewage/plumbing","hot and cold water under pressure"
"FA0002718","2018-06-28","personnel","hygienic practices"
"FA0002719","2015-12-02","water/sewage/plumbing","plumbing installed maintained"
"FA0002719","2017-05-03","physical facilities","floors walls ceilings"
"FA0002745","2016-12-19","physical facilities","locker rooms"
"FA0002745","2016-12-19","personnel","hands washed as needed"
"FA0002745","2016-12-19","equipment/utensil cleaning","wiping cloths"
"FA0002745","2016-12-19","personnel","hygienic practices"
"FA0002745","2016-12-19","equipment design/contstruction","food-contact surfaces construction"
"FA0002745","2016-12-19","poisons/toxins","properly labeled"
"FA0002745","2016-12-19","equipment/utensil cleaning","food contact surfaces cleaning"
"FA0002745","2016-12-19","water/sewage/plumbing","plumbing installed maintained"
"FA0002745","2016-12-19","physical facilities","floors walls ceilings"
"FA0002745","2016-12-19","water/sewage/plumbing","hot and cold water under pressure"
"FA0002745","2016-12-19","personnel","smoking eating drinking"
"FA0002745","2016-12-19","equipment/utensil cleaning","dishwashing operations"
"FA0002745","2019-11-25","food temperature control","proper cold holding temperatures"
"FA0002750","2013-10-21","toilets/handwashing","soap and drying devices"
"FA0002750","2013-10-21","water/sewage/plumbing","hot and cold water under pressure"
"FA0002750","2013-10-21","food temperature control","cold hold at 41 degrees or less"
"FA0002750","2013-10-21","personnel","training needed"
"FA0002750","2014-11-20","toilets/handwashing","soap and drying devices"
"FA0002750","2014-11-20","food temperature control","cold hold at 41 degrees or less"
"FA0002750","2014-11-20","poisons/toxins","properly stored"
"FA0002750","2014-11-20","water/sewage/plumbing","hot and cold water under pressure"
"FA0002750","2014-11-20","food source","cross contamination"
"FA0002750","2014-11-20","equipment design/contstruction","non-food contact surfaces construction"
"FA0002750","2014-11-20","physical facilities","floors walls ceilings"
