facilityId,facilityName,concat_address,typeOfFacility,categoryOfFacility,origin_lat,origin_long,google_lat,google_long
FA0003585,FOLSOM THAI,1575 FOLSOM ST UNIT 101 BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.0152, -105.263141,40.0152523,-105.2634852
FA0000801,RUTHIES,1397 PEARL ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.018442, -105.277393,40.0184655,-105.2775157
FA0001233,7-ELEVEN 35069B,1091 13TH ST BOULDER CO USA,GROCERY STORE W DELI 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,40.007152, -105.276203,40.0071656,-105.2764191
FA0000419,KING SOOPERS 42,2255 N MAIN ST LONGMONT CO USA,GROCERY STORE W DELI MORE THAN 15000 SQ FT,GROCERY FINISHED FOODS,40.198059, -105.102433,40.1976939,-105.1030328
FA0002374,WALGREENS 9598,1041 MAIN ST LONGMONT CO USA,GROCERY STORE 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,40.177384, -105.10244,40.177222,-105.103147
FA0001091,WENDYS 4035,1091 S HOVER ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.146561, -105.13084,40.1464481,-105.1309689
FA0004975,OZO COFFEE LONGMONT,1232 A S HOVER ST UNIT 400 LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.145147, -105.13073,40.1473207,-105.1289563
FA0001550,LA CHOZA (MOBILE),4557 N BROADWAY ST BOULDER CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,40.057292, -105.282125,40.0574237,-105.2821287
FA0005386,COLORADO FRIED CHICKEN COMPANY (MOBILE),909 WALNUT ST Boulder CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,40.016153, -105.283164,40.0163804,-105.2832568
FA0001343,THAI KITCHEN,2130 N MAIN ST UNIT 5 LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.196791, -105.102409,40.1963435,-105.1013488
FA0000245,MARCOS HOT DOG,1647 KIMBARK ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.188339, -105.100479,40.1883015,-105.1007946
FA0000466,ROYAL WOK,1950 N MAIN ST LONGMONT CO USA,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,40.193635, -105.102349,40.1934837,-105.1016396
FA0001347,KATHMANDU RESTAURANT,110 N JEFFERSON ST NEDERLAND CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,39.962374, -105.511275,39.9620757,-105.5115825
FA0005329,A TAKEAR (MOBILE),2887 30TH ST Boulder CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,40.028569, -105.253674,40.0284999,-105.254269
FA0004835,JAX COFFEE GEAR (MOBILE INSIDE JAX LAFAYETTE OUTDOOR),900 S HWY 287 LAFAYETTE CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,39.989476, -105.098434,39.9898164,-105.0971178
FA0002925,SAVORY SPICE SHOP,2041 BROADWAY ST BOULDER CO USA,LIMITED FOOD SERVICE CONVENIENCE OTHER,FAST FOOD LIMITED MENU,40.018567, -105.280218,40.0185367,-105.2805027
FA0000258,BREWING MARKET,1918 13TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.017529, -105.278463,40.01758030000001,-105.2782401
FA0002416,TIERRA Y FUEGO TAQUERIA,4550 N BROADWAY ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.057555, -105.282125,40.0571367,-105.2818111
FA0004977,STARBUCKS COFFEE#5306,844 KEN PRATT BLVD LONGMONT CO USA,LIMITED FOOD SERVICE CONVENIENCE OTHER,FULL SERVICE FULL MENU,40.152483, -105.106757,40.15287989999999,-105.1067326
FA0003614,ROBIN CHOCOLATES,600 S AIRPORT RD UNIT B-D LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.151853, -105.154534,40.1512854,-105.1531705
FA0000605,QUES ESPRESSO,600 S AIRPORT RD E BLDG A D LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.151853, -105.154534,40.1512854,-105.1531705
FA0002882,ZODIAC SUBS,2359 ARAPAHOE AVE UNIT A BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.014659, -105.263247,40.0148771,-105.2633881
FA0000863,TASTY ASIA,736 MAIN ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.172019, -105.102499,40.1720236,-105.1021192
FA0001336,WING SHACK,1133 FRANCIS ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.178964, -105.116547,40.17898599999999,-105.117056
FA0002873,TACOS EL REY #2,3336 ARAPAHOE RD UNIT D ERIE CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.015248, -105.101906,40.01589,-105.1023705
FA0000925,TAQUERIA ESPERANZA,1280 CENTAUR VILLAGE DR UNIT 4 LAFAYETTE CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,39.987478, -105.107815,39.9874949,-105.1072122
FA0002171,POLLERIA LA FOGATA,1690 N MAIN ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.191739, -105.102344,40.1883354,-105.1016196
FA0003050,MOES ORIGINAL BBQ,675 30TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,39.999553, -105.253037,39.9991487,-105.2540857
FA0002939,FOOLISH CRAIGS CAFE,1925 COLORADO AVE BOULDER CO USA,LIMITED FOOD SERVICE CONVENIENCE OTHER,FULL SERVICE FULL MENU,40.00825, -105.268009,40.0090229,-105.2689923
FA0003257,BARNES AND NOBLE BOOKSELLERS,2999 PEARL ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.023172, -105.254342,40.0235207,-105.2543069
FA0000064,BREWING MARKET,2770 DAGNY WY UNIT A101 LAFAYETTE CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.012753, -105.131857,40.0123075,-105.1322456
FA0000535,UDON KAISHA,191 W SOUTH BOULDER RD LAFAYETTE CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,39.986986, -105.09186,39.9885203,-105.0913203
FA0002759,LOCO HERMANOS,318 S MCCASLIN BLVD LOUISVILLE CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,39.965831, -105.163314,39.965736,-105.1619952
FA0000486,ROOST THE,526 MAIN ST LONGMONT CO USA,RESTAURANT MORE THAN 200 SEATS,FULL SERVICE FULL MENU,40.168403, -105.102507,40.1683811,-105.1023012
FA0000113,BURGER KING 7367,1325 E SOUTH BOULDER RD LOUISVILLE CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,39.986947, -105.127311,39.987409,-105.1273117
FA0000642,MCDONALDS 0109,1800 28TH ST BOULDER CO USA,RESTAURANT 101 TO 200 SEATS,FAST FOOD LIMITED MENU,40.01885, -105.258288,40.0193158,-105.2579323
FA0001351,INDIAS GROCERY,2877 28TH ST BOULDER CO USA,GROCERY STORE 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,40.028369, -105.2584,40.0284622,-105.2592827
FA0001186,MCDONALDS,939 DILLON RD LOUISVILLE CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,39.961251, -105.162328,39.9611975,-105.1627658
FA0000355,RAZA FRESA MEXICAN KITCHEN,7960 NIWOT RD UNIT D11 NIWOT CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.101612, -105.168147,40.10004929999999,-105.1672438
FA0000500,CORRECTION MANAGEMENT INC,236 MAIN ST LONGMONT CO USA,NO FEE LICENSE K12 SCHOOLS NON PROFIT,FULL SERVICE FULL MENU,40.163293, -105.102518,40.163251,-105.1020964
FA0000164,CHEZ THUY CUISINE,2655 28TH ST BOULDER CO USA,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,40.026992, -105.258402,40.0270275,-105.2588407
FA0000803,SUBWAY 11652,2480 BASELINE RD BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.000175, -105.262306,39.9985426,-105.2619911
FA0000721,GOOD BIRD KITCHEN,1258 S HOVER ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.144552, -105.130729,40.144527,-105.1301963
FA0005038,AMANTE WALNUT II,1023 WALNUT ST BOULDER CO USA,LIMITED FOOD SERVICE CONVENIENCE OTHER,FAST FOOD LIMITED MENU,40.016464, -105.28162,40.0168576,-105.2817478
FA0003806,PANDA EXPRESS #2120,2524 MAIN ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.204594, -105.102445,40.2047669,-105.1018452
FA0000628,PASTA JAYS,1001 PEARL ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.017417, -105.282297,40.0175029,-105.282453
FA0000279,IHOP 2126,2040 KEN PRATT BLVD LONGMONT CO USA,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,40.143634, -105.127992,40.1438747,-105.1284081
FA0000017,UNDER THE SUN EATERY & TAPHOUSE,627 S BROADWAY ST UNIT A BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,39.984687, -105.249231,39.7051972,-104.987561
FA0003722,ZIGGIS COFFEE,1221 S MAIN ST LONGMONT CO USA,LIMITED FOOD SERVICE CONVENIENCE OTHER,FAST FOOD LIMITED MENU,40.145423, -105.102499,40.1454083,-105.1028615
FA0005050,(CU) VILLAGE CENTER THE GRANGE (GRILLE),510 30TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,39.997238, -105.252634,39.9979788,-105.2524055
FA0002133,EATS AND SWEETS,401 S PUBLIC RD UNIT C LAFAYETTE CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,39.994999, -105.09046,39.9949449,-105.0906777
FA0004740,SISTER CARMEN COMMUNITY CENTER,655 ASPEN RIDGE DR LAFAYETTE CO USA,NO FEE LICENSE K12 SCHOOLS NON PROFIT,FOOD BANK,40.003155, -105.106388,40.0034016,-105.1069839
FA0000445,EFRAINS,101 E CLEVELAND ST LAFAYETTE CO USA,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,39.997226, -105.090178,39.9973756,-105.0901515
FA0005072,STARBUCKS COFFEE #29706,1137 DIAMOND CIR UNIT 100 LAFAYETTE CO USA,LIMITED FOOD SERVICE CONVENIENCE OTHER,FAST FOOD LIMITED MENU,40.003842, -105.103481,40.004479,-105.1035025
FA0002868,MORNING GLORY CAFE,1377 FOREST PARK CIR UNIT 101 LAFAYETTE CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.014204, -105.127992,40.013977,-105.129512
FA0000657,JAMBA JUICE,3053 ARAPAHOE AVE BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.014712, -105.252444,40.0149787,-105.2524629
FA0003606,BLACKBELLY MARKET,1606 CONESTOGA ST UNIT 3 BOULDER CO USA,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,40.015111, -105.22815,40.0150122,-105.2272276
FA0001614,SHERPAS,825 WALNUT ST BOULDER CO USA,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,40.01592, -105.28431,40.016199,-105.2844684
FA0001292,CHIPOTLE MEXICAN GRILL #114,375 S MCCASLIN BLVD D LOUISVILLE CO USA,RESTAURANT 101 TO 200 SEATS,FAST FOOD LIMITED MENU,39.965182, -105.163529,39.9662154,-105.1639539
FA0004833,WALGREENS #16022,1111 BROADWAY ST BOULDER CO USA,GROCERY STORE  MORE THAN 15000 SQ FT,GROCERY FINISHED FOODS,40.007684, -105.275106,40.0075014,-105.275297
FA0004539,AIMES LOVE,331 MAIN ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.1646, -105.102515,40.1646031,-105.102911
FA0002758,RAS KASSAS ETHIOPIAN,802 S PUBLIC RD UNIT C LAFAYETTE CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,39.990902, -105.090481,39.9910066,-105.090221
FA0003599,WONDER PRESS,946 PEARL ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.017337, -105.282676,40.0169875,-105.282685
FA0000931,ROSALEES PIZZERIA,461 MAIN ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.166936, -105.102508,40.167029,-105.1028558
FA0005408,SIMPLE GREEK #46 THE,520 W SOUTH BOULDER RD Lafayette CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,39.986896, -105.096751,39.9865489,-105.0967752
FA0002178,TIBET KITCHEN,2359 ARAPAHOE AVE BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.014659, -105.263247,40.0148771,-105.2633881
FA0000036,ASIAN SEAFOOD MARKET,2833 28TH ST BOULDER CO USA,GROCERY STORE 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,40.027892, -105.258395,40.0279738,-105.2588537
FA0002287,ZIGGIS COFFEE BAR,400 N MAIN ST LONGMONT CO USA,LIMITED FOOD SERVICE CONVENIENCE OTHER,FAST FOOD LIMITED MENU,40.165902, -105.102513,40.165896,-105.1022603
FA0000185,SUBWAY,1335 SOUTH BOULDER RD LOUISVILLE CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,,,39.9873088,-105.1251189
FA0002087,OBSERV LOCATION 2 (MOBILE),4333 CHEROKEE ST DENVER CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,39.775946, -104.991322,39.7759045,-104.991597
FA0001623,OREGANOS PIZZA BISTRO,2690 BASELINE RD BOULDER CO USA,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,40.000305, -105.260502,39.9998565,-105.2604899
FA0002021,LEVY FOLSOM FIELD HOT PREP KITCHEN 6TH FLOOR (CU),2400 COLORADO AVE RM 680 BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.008231, -105.264147,40.0091912,-105.2669142
FA0000326,GLACIER HOMEMADE ICE CREAM,3133 28TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.031559, -105.258422,40.0315597,-105.2589744
FA0000390,HAMPTON INN,850 S MAIN ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.149201, -105.102507,40.1492455,-105.101868
FA0000278,FREDDYS FROZEN CUSTARD AND STEAKBURGERS,2250 N MAIN ST LONGMONT CO USA,RESTAURANT 101 TO 200 SEATS,FAST FOOD LIMITED MENU,40.199147, -105.102471,40.1992957,-105.1020051
FA0001161,SUBWAY,1801 HOVER RD LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.190415, -105.130926,40.1899699,-105.1314004
FA0000821,ZIGGIS COFFEE,1139 FRANCIS ST LONGMONT CO USA,LIMITED FOOD SERVICE CONVENIENCE OTHER,FAST FOOD LIMITED MENU,40.178641, -105.116542,40.1791422,-105.1170561
FA0002019,LEVY FOLSOM FIELD COLD KITCHEN 6TH FLOOR (CU),2400 COLORADO AVE RM 604 BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.008231, -105.264147,40.0091912,-105.2669142
FA0000493,BUDDHA CAFE,2719 IRIS AVE BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.036446, -105.260184,40.0371291,-105.2601149
FA0002839,ZIGGIS COFFEE,1729 HOVER ST LONGMONT CO USA,LIMITED FOOD SERVICE CONVENIENCE OTHER,FAST FOOD LIMITED MENU,40.189298, -105.130921,40.1891069,-105.1312063
FA0002701,BUSEY BREWS,70 E FIRST ST NEDERLAND CO USA,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,39.961883, -105.509365,39.9616936,-105.5093619
FA0000649,INDIAN PEAKS GOLF COURSE AT LAFAYET,2300 INDIAN PEAKS TR LAFAYETTE CO USA,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,40.00227, -105.123205,40.0067463,-105.1244908
FA0000886,WAPOS,4929 N BROADWAY ST UNIT A BOULDER CO USA,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,40.064415, -105.282098,40.0642138,-105.2831881
FA0004638,LONGS PEAK PUB & TAPHOUSE,600 LONGS PEAK AVE LONGMONT CO USA,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,40.170667, -105.103394,40.171017,-105.1027816
FA0004897,TACOS DEL NORTE (SPECIAL EVENT),3975 28TH ST BOULDER CO USA,SPECIAL EVENT,SPECIAL EVENT,40.047001, -105.258577,40.046821,-105.2615676
FA0003769,BJS RESTAURANT,1690 28TH ST BOULDER CO USA,RESTAURANT MORE THAN 200 SEATS,FULL SERVICE FULL MENU,40.017869, -105.258281,40.0177299,-105.2577891
FA0004519,SWEET COW,2628 BROADWAY ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.024766, -105.282044,40.0247479,-105.2811651
FA0000399,HIDDEN CAFE,829 MAIN ST LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.173391, -105.102492,40.1734733,-105.1028272
FA0000738,3 MARGARITAS,2350 N MAIN ST LONGMONT CO USA,RESTAURANT MORE THAN 200 SEATS,FULL SERVICE FULL MENU,40.201287, -105.102384,40.2013638,-105.101731
FA0003737,BRAMBLE AND HARE,1970 13th ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.017919, -105.2786,40.0179773,-105.2784201
FA0001288,FOOLISH CRAIGS CAFE,1611 PEARL ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.019048, -105.274408,40.01923,-105.2744535
FA0000133,CAPITAL ONE CAFE,1247 PEARL ST BOULDER CO USA,LIMITED FOOD SERVICE CONVENIENCE OTHER,FAST FOOD LIMITED MENU,40.018132, -105.278889,40.0182807,-105.2789394
FA0004654,JACKLEGGERS MERCANTILE,62 UTICA ST WARD CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.072921, -105.506993,40.0728334,-105.5068895
FA0000033,IHOP 1836,1675 28TH ST BOULDER CO USA,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,40.016344, -105.258459,40.016358,-105.2589347
FA0000135,BOULDER CORK THE,3295 30TH ST BOULDER CO USA,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,40.034605, -105.253691,40.0344665,-105.2540941
FA0003592,AOI,3303 30TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.035468, -105.253681,40.0352285,-105.2546915
FA0002629,PEKOE SIP TEA HOUSE 4 @ ATLAS BLDG,1125 18TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,,,40.0074416,-105.2699287
FA0000844,TAQUERIA MADERO,830 LASHLEY ST UNIT A LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.173475, -105.088302,40.1732489,-105.0878986
FA0003825,ETAIS AT CU,3415 COLORADO AVE BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.007442, -105.251046,40.008301,-105.2490525
FA0002284,SMASHBURGER,2755 DAGNY WY UNIT 103 LAFAYETTE CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.012756, -105.131586,40.0131102,-105.1315146
FA0005391,SCROOGE MAKI 1 (MOBILE),1107 13TH ST Boulder CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,40.00758, -105.276228,40.0075099,-105.2764136
FA0000106,BEN AND JERRYS,1203 PEARL ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.017918, -105.279967,40.0179937,-105.2798279
FA0000843,TACO BELL #33848,2010 S KEN PRATT BLVD LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.144579, -105.126289,40.1448263,-105.126695
FA0003324,LA BARATA,480 17TH AVE LONGMONT CO USA,GROCERY STORE 0 TO 15000 SQ FT,GROCERY FINISHED FOODS,40.188567, -105.100332,40.188978,-105.1004638
FA0004625,NAROPA CAFE/COMMUNITY TABLE KITCHEN,6287 ARAPAHOE AVE BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,,,40.0159674,-105.2073664
FA0001088,740 FRONT,740 FRONT ST LOUISVILLE CO USA,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,39.977635, -105.130788,39.9776522,-105.1305096
FA0002755,BRIDGE HOUSE,5345 ARAPAHOE RD UNIT 5 BOULDER CO USA,NO FEE LICENSE K12 SCHOOLS NON PROFIT,RESIDENTIAL FACILITIES,,,40.0151638,-105.2288482
FA0000230,TRAIN CARS COFFEE & YOGURT CO THE,101 S HWY 119 S NEDERLAND CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,,,39.9603842,-105.5101288
FA0001253,BAWARCHI,390 S MCCASLIN BLVD LOUISVILLE CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,39.964598, -105.163303,39.9644741,-105.1623089
FA0002128,LAS PALMERAS EXPRESS,1640 PACE ST UNIT 400 LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.187852, -105.074116,40.187594,-105.0713434
FA0004511,OZO COFFEE CAFE,1898 S FLATIRON CT UNIT 110 BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.019777, -105.21852,40.0204271,-105.2182589
FA0000547,GAIA MASALA AND BURGER,1116 13TH ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.007635, -105.276227,40.0076462,-105.2758206
FA0000951,THE POST BREWING CO,105 W EMMA ST LAFAYETTE CO USA,RESTAURANT MORE THAN 200 SEATS,FULL SERVICE FULL MENU,39.994274, -105.091262,39.9945463,-105.0913171
FA0000474,SAND WEDGE CAFE & BAR,5706 ARAPAHOE RD BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.014574, -105.220496,40.0138709,-105.2111301
FA0003703,SALTO COFFEE WORKS,112 E 2ND ST NEDERLAND CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,39.962556, -105.508243,39.9624353,-105.5083775
FA0005283,SWEET COW MOBILE SOBO,669 S BROADWAY Boulder CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,39.983667, -105.248333,39.9831228,-105.2495361
FA0005421,SWEET COW MOBILE TEX,637 FRONT ST UNIT B Louisville CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,39.976525, -105.130783,39.9765788,-105.1311641
FA0000879,TEN PIN ALLEY,550 W SOUTH BOULDER RD LAFAYETTE CO USA,RESTAURANT 0 TO 100 SEATS,BARS FRATERNAL ORGANIZATIONS,39.986899, -105.09663,39.9855702,-105.0973629
FA0004652,FIREHOUSE SUBS,534 W SOUTH BOULDER RD UNIT D LAFAYETTE CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,39.986901, -105.096467,39.986639,-105.0972776
FA0004821,BLACKJACK PIZZA,1108 FRANCIS ST Longmont CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.177789, -105.116528,40.1781292,-105.11607
FA0003485,OZO COFFEE COMPANY,1015 PEARL ST UNIT L BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.01746, -105.28209,40.017564,-105.282169
FA0001077,BOHEMIAN BIERGARTEN,2017 13TH ST BOULDER CO USA,RESTAURANT 101 TO 200 SEATS,FULL SERVICE FULL MENU,40.018799, -105.278886,40.0161719,-105.2778439
FA0000945,PEAK GOLF,1200 CORNELL DR LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.180008, -105.145714,40.1792325,-105.1459488
FA0001074,KITCHEN THE,1039 PEARL ST BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FULL SERVICE FULL MENU,40.017559, -105.281616,40.0178146,-105.2817688
FA0002689,DELI AT 8236 THE,34 E 1ST ST NEDERLAND CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,39.961884, -105.509481,39.9617855,-105.5096031
FA0001037,BF MOUNTAIN MARKET,60 LAKEVIEW DR NEDERLAND CO USA,GROCERY STORE W DELI MORE THAN 15000 SQ FT,GROCERY FINISHED FOODS,39.960647, -105.509186,39.9602118,-105.5088811
FA0000360,DELI ZONE VALMONT,2900 VALMONT RD UNIT D1 BOULDER CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.029109, -105.255597,40.0286851,-105.2555386
FA0002676,HOLIDAY INN EXPRESS QWMCO,1355 DRY CREEK DR LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.142085, -105.133748,40.1419518,-105.1346212
FA0000672,BLACKJACK PIZZA & SALADS,1075 E SOUTH BOULDER RD UNIT 115 LOUISVILLE CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,39.986961, -105.129788,39.9873792,-105.1298839
FA0002719,STARBUCKS COFFEE 13426,3336 ARAPAHOE AVE ERIE CO USA,LIMITED FOOD SERVICE CONVENIENCE OTHER,FAST FOOD LIMITED MENU,40.015248, -105.101906,40.01589,-105.1023705
FA0005319,LA GARNACHA (MOBILE),1515 MAIN ST Longmont CO USA,MOBILE UNIT FULL FOOD SERVICE,MOBILE UNITS,40.185769, -105.102333,40.18535079999999,-105.103147
FA0003015,MACS PLACE @GE OIL & GAS,1800 NELSON RD LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FULL MENU LIMITED SERVICE,40.15237, -105.122397,40.1536257,-105.1224237
FA0001002,MEDITERRANEAN MARKET AND DELI,2690 28TH ST UNIT D BOULDER CO USA,GROCERY STORE W DELI MORE THAN 15000 SQ FT,GROCERY FINISHED FOODS,40.027017, -105.258403,40.02704560000001,-105.2572453
FA0004789,300 SUNS BREWING,335 1ST AVE UNIT C LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.160222, -105.10106,40.1599201,-105.1012742
FA0001126,A THAI STICKY RICE,510 W 3RD AVE LONGMONT CO USA,RESTAURANT 0 TO 100 SEATS,FAST FOOD LIMITED MENU,40.163935, -105.102126,40.164132,-105.1019279
