facility_name_plus,violations
LONGMONT - SWAYLOS TIKI - 1315 DRY CREEK DR,2014-06-25 - food temperature control - adequate equipment to maintain food temperatures_2014-06-25 - food temperature control - cold hold at 41 degrees or less_2014-06-25 - personnel - hygienic practices_2017-08-28 - food temperature control - cold hold at 41 degrees or less_2017-08-28 - food source - haccp plan_2017-08-28 - food labeling/protection - food protected from contamination_2019-08-13 - food temperature control - proper cold holding temperatures_2019-08-13 - food temperature control - proper hot holding temperatures_
LONGMONT - TACO BELL #33840 - 2220 MAIN ST,2014-06-23 - food temperature control - cold hold at 41 degrees or less_2017-01-11 - personnel - smoking eating drinking_
LONGMONT - TACO BELL #33848 - 2010 S KEN PRATT BLVD,2014-05-28 - food temperature control - hot hold at 135 degrees farenheit or greater_2018-02-26 - toilets/handwashing - soap and drying devices_2018-02-26 - physical facilities - garbage and refuse_2018-02-26 - personnel - smoking eating drinking_2018-02-26 - equipment/utensil cleaning - dishwashing operations_2018-02-26 - physical facilities - lighting_2018-02-26 - physical facilities - locker rooms_2018-02-26 - food labeling/protection - food protected from contamination_2019-10-09 - water/sewage/plumbing - plumbing installed; proper backflow devices_2019-10-09 - equipment/utensil cleaning - wiping cloths; properly used & stored_
LONGMONT - TACO BELL - 36 E KEN PRATT BLVD,2018-06-22 - physical facilities - floors walls ceilings_
LONGMONT - TACO PALACE LONGMONT - 305 KEN PRATT BLVD,2014-06-13 - water/sewage/plumbing - backflow back siphonage_2014-06-13 - food temperature control - cold hold at 41 degrees or less_2016-10-17 - food temperature control - adequate equipment to maintain food temperatures_2016-10-17 - equipment/utensil cleaning - manual_2016-10-17 - personnel - hygienic practices_2016-10-17 - personnel - training needed_2016-10-17 - pest control - evidence of insects or rodents_2016-10-17 - food temperature control - cold hold at 41 degrees or less_2017-10-30 - water/sewage/plumbing - backflow back siphonage_2017-10-30 - poisons/toxins - properly labeled_2017-10-30 - food temperature control - cold hold at 41 degrees or less_
LONGMONT - TACO STAR - 2020 N MAIN ST,2013-02-15 - food temperature control - cold hold at 41 degrees or less_2014-03-11 - toilets/handwashing - soap and drying devices_2014-03-11 - food temperature control - cold hold at 41 degrees or less_2014-03-11 - equipment design/contstruction - non-food contact surfaces construction_2014-03-11 - personnel - smoking eating drinking_2014-03-11 - food labeling/protection - food protected from contamination_2014-03-11 - poisons/toxins - properly labeled_2014-03-11 - utensils - no reuse of single service articles_2014-03-11 - personnel - no bare hand contact_2016-11-07 - food source - cross contamination_2016-11-07 - toilets/handwashing - soap and drying devices_2016-11-07 - food source - consumer advisory_2016-11-07 - poisons/toxins - properly labeled_2016-11-07 - food temperature control - hot hold at 135 degrees farenheit or greater_2016-11-07 - personnel - training needed_2017-05-11 - personnel - smoking eating drinking_2017-11-09 - personnel - smoking eating drinking_2017-11-09 - poisons/toxins - properly labeled_2019-02-20 - personnel - certified food protection manager_2019-02-20 - personnel - procedures for responding to vomiting and diarrheal events_
LONGMONT - TACOS AL MOLCAJETE - 926 MAIN ST,2014-07-10 - pest control - pesticide application_2014-07-10 - pest control - evidence of insects or rodents_2014-07-10 - personnel - training needed_2014-10-29 - poisons/toxins - properly stored_2014-10-29 - equipment design/contstruction - food-contact surfaces construction_2014-10-29 - physical facilities - garbage and refuse_2014-10-29 - physical facilities - floors walls ceilings_2014-10-29 - food source - consumer advisory_2014-10-29 - food source - cross contamination_2014-10-29 - food temperature control - cold hold at 41 degrees or less_2014-10-29 - food labeling/protection - food protected from contamination_2014-10-29 - equipment/utensil cleaning - wiping cloths_2017-09-29 - food temperature control - cooling methods_2017-09-29 - toilets/handwashing - soap and drying devices_2017-09-29 - food source - cross contamination_2017-09-29 - food temperature control - adequate equipment to maintain food temperatures_2017-09-29 - food temperature control - cold hold at 41 degrees or less_2017-09-29 - personnel - smoking eating drinking_2018-06-15 - personnel - hygienic practices_2018-06-15 - poisons/toxins - properly labeled_
LONGMONT - TACOS DON JOSES - 2255 N MAIN ST UNIT 103,2015-09-18 - water/sewage/plumbing - hot and cold water under pressure_2015-09-18 - personnel - smoking eating drinking_2015-09-18 - poisons/toxins - properly labeled_2015-09-18 - food source - consumer advisory_2015-09-18 - food labeling/protection - food protected from contamination_2015-09-18 - physical facilities - lighting_2015-09-18 - equipment design/contstruction - non-food contact surfaces construction_2018-02-07 - food source - cross contamination_2018-02-07 - personnel - hygienic practices_
LONGMONT - TACOS GTO - 516 MAIN ST,2014-06-13 - equipment/utensil cleaning - manual_2018-10-26 - poisons/toxins - properly labeled_2018-10-26 - food temperature control - cold hold at 41 degrees or less_2018-10-26 - personnel - smoking eating drinking_2018-10-26 - personnel - no bare hand contact_2018-10-26 - food temperature control - adequate equipment to maintain food temperatures_
LONGMONT - TACOS LA FAMILIA #1 (MOBILE) - 800 S HOVER ST UNIT 9,2018-06-22 - equipment design/contstruction - food-contact surfaces construction_2018-06-22 - food temperature control - rapidly reheat to 165 degrees or greater_2018-06-22 - utensils - single service articles stored dispensed used_2018-06-22 - food temperature control - cold hold at 41 degrees or less_2018-06-22 - poisons/toxins - properly stored_2018-06-22 - food temperature control - adequate equipment to maintain food temperatures_2018-06-22 - equipment/utensil cleaning - chemical test kits provided accessible_
LONGMONT - TANGERINE RESTAURANT - 379 MAIN ST,"2013-12-13 - physical facilities - floors walls ceilings_2013-12-13 - personnel - hygienic practices_2013-12-13 - food labeling/protection - original container properly labeled_2013-12-13 - physical facilities - lighting_2013-12-13 - poisons/toxins - properly stored_2013-12-13 - poisons/toxins - properly labeled_2013-12-13 - equipment design/contstruction - food-contact surfaces construction_2013-12-13 - food labeling/protection - food protected from contamination_2013-12-13 - food source - consumer advisory_2016-02-03 - food source - cross contamination_2016-08-23 - toilets/handwashing - soap and drying devices_2016-08-23 - personnel - training needed_2016-08-23 - food temperature control - adequate equipment to maintain food temperatures_2016-08-23 - equipment design/contstruction - food-contact surfaces construction_2016-08-23 - equipment design/contstruction - non-food contact surfaces construction_2016-08-23 - food temperature control - cooling methods_2016-08-23 - water/sewage/plumbing - hot and cold water under pressure_2016-08-23 - food temperature control - cold hold at 41 degrees or less_2016-08-23 - personnel - hands washed as needed_2016-08-23 - physical facilities - ventilation_2018-01-16 - food source - consumer advisory_2018-01-16 - food temperature control - cooling methods_2018-01-16 - personnel - hands washed as needed_2019-07-18 - poisons/toxins - toxic substances properly identified, stored & used_2019-07-18 - personnel - hands clean & properly washed_2019-07-18 - food temperature control - proper cold holding temperatures_2019-07-18 - food source - proper date marking and disposition_"
LONGMONT - TAQUERIA MADERO - 830 LASHLEY ST UNIT A,2015-07-14 - water/sewage/plumbing - backflow back siphonage_2015-07-14 - personnel - training needed_2015-07-14 - toilets/handwashing - soap and drying devices_2015-07-14 - water/sewage/plumbing - hot and cold water under pressure_2015-07-14 - water/sewage/plumbing - plumbing installed maintained_2015-07-14 - food source - cross contamination_2018-07-06 - equipment/utensil cleaning - manual_2018-07-06 - food temperature control - cold hold at 41 degrees or less_2018-07-06 - personnel - hygienic practices_2018-07-06 - food temperature control - adequate equipment to maintain food temperatures_2018-07-06 - poisons/toxins - properly stored_2018-07-06 - toilets/handwashing - accessible_2019-10-08 - food labeling/protection - food separated and protected_2019-10-08 - food temperature control - time as a public health control; procedures & records_2019-10-08 - personnel - certified food protection manager_
LONGMONT - TASTY ASIA - 736 MAIN ST,"2014-04-07 - equipment design/contstruction - food-contact surfaces construction_2014-04-07 - physical facilities - lighting_2014-04-07 - food labeling/protection - original container properly labeled_2014-04-07 - food source - wholesome free of spoilage_2014-04-07 - toilets/handwashing - soap and drying devices_2014-04-07 - personnel - smoking eating drinking_2014-04-07 - food labeling/protection - food protected from contamination_2014-04-07 - equipment/utensil cleaning - non-food contact surfaces cleaning_2014-04-07 - personnel - hygienic practices_2014-04-07 - food temperature control - cold hold at 41 degrees or less_2014-04-07 - utensils - equipment utensils provided used, stored_2014-04-07 - personnel - training needed_2014-04-07 - physical facilities - premises maintained_2014-04-07 - equipment/utensil cleaning - food contact surfaces cleaning_2014-04-07 - utensils - no reuse of single service articles_2016-04-19 - food temperature control - food thermometer_2018-03-06 - food temperature control - cold hold at 41 degrees or less_2018-03-06 - toilets/handwashing - soap and drying devices_"
LONGMONT - TERIYAKI MADNESS 208 - 1232 S HOVER ST UNIT C100,2016-02-12 - food temperature control - cold hold at 41 degrees or less_2016-02-12 - personnel - training needed_2016-02-12 - poisons/toxins - properly stored_2018-06-22 - food temperature control - cold hold at 41 degrees or less_2018-06-22 - poisons/toxins - properly labeled_
LONGMONT - TEX MEX - 424 MAIN ST,2018-11-29 - food source - wholesome free of spoilage_
LONGMONT - TEXAS ROADHOUSE - 2351 CLOVER BASIN DR,2014-08-05 - equipment/utensil cleaning - mechanical_2014-08-05 - personnel - hygienic practices_2018-10-03 - toilets/handwashing - soap and drying devices_2018-10-03 - food temperature control - cold hold at 41 degrees or less_2018-10-03 - food temperature control - adequate equipment to maintain food temperatures_2018-10-03 - food source - wholesome free of spoilage_
LONGMONT - TGI FRIDAYS #572 - 125 KEN PRATT BLVD,"2013-11-18 - toilets/handwashing - soap and drying devices_2013-11-18 - toilets/handwashing - accessible_2013-11-18 - water/sewage/plumbing - hot and cold water under pressure_2015-04-30 - utensils - equipment utensils provided used, stored_2015-04-30 - food labeling/protection - food protected from contamination_2015-04-30 - toilets/handwashing - soap and drying devices_2015-04-30 - personnel - training needed_2017-01-26 - personnel - training needed_"
LONGMONT - THAI KITCHEN - 2130 N MAIN ST UNIT 5,"2013-09-10 - pest control - pesticide application_2013-09-10 - food source - cross contamination_2013-09-10 - personnel - hygienic practices_2013-09-10 - personnel - no bare hand contact_2016-10-25 - food source - cross contamination_2016-10-25 - personnel - no bare hand contact_2016-10-25 - food temperature control - cold hold at 41 degrees or less_2016-10-25 - food temperature control - adequate equipment to maintain food temperatures_2016-10-25 - personnel - hygienic practices_2018-03-20 - poisons/toxins - properly stored_2018-03-20 - food temperature control - food thermometer_2018-03-20 - toilets/handwashing - adequate number location design_2018-03-20 - food temperature control - cold hold at 41 degrees or less_2018-03-20 - personnel - smoking eating drinking_2018-03-20 - personnel - no bare hand contact_2018-03-20 - personnel - training needed_2018-03-20 - toilets/handwashing - soap and drying devices_2018-03-20 - personnel - hands washed as needed_2019-11-07 - personnel - person in charge present, demonstrates knowledge, and performs duties_2019-11-07 - personnel - hands clean & properly washed_2019-11-07 - food temperature control - proper cold holding temperatures_2019-11-07 - personnel - no bare hand contact with rte food or a pre-approved alternative procedure properly allowed_2019-11-07 - personnel - certified food protection manager_2019-11-07 - food labeling/protection - food separated and protected_2019-11-07 - toilets/handwashing - adequate handwashing sinks properly supplied and accessible_"
LONGMONT - TNT ROASTED CORN (MOBILE) - 2255 N MAIN ST,2015-08-28 - water/sewage/plumbing - hot and cold water under pressure_
LONGMONT - TOKYO JOES - 15 E KEN PRATT BLVD,2014-04-01 - utensils - single service articles stored dispensed used_2014-04-01 - personnel - hands washed as needed_2016-10-10 - pest control - evidence of insects or rodents_2019-09-17 - food temperature control - proper cold holding temperatures_2019-09-17 - food temperature control - proper cooling methods used; adequate equipment for temperature control_
LONGMONT - TORTILLAS Y PANADERIA LAGUNA - 1136 FRANCIS ST,2014-04-25 - food temperature control - cold hold at 41 degrees or less_2014-04-25 - food temperature control - adequate equipment to maintain food temperatures_2017-03-06 - food temperature control - adequate equipment to maintain food temperatures_2017-03-06 - equipment design/contstruction - food-contact surfaces construction_2017-03-06 - food source - wholesome free of spoilage_2017-03-06 - poisons/toxins - properly labeled_2017-03-06 - water/sewage/plumbing - hot and cold water under pressure_2017-03-06 - pest control - evidence of insects or rodents_2017-03-06 - food temperature control - cold hold at 41 degrees or less_2017-03-06 - food labeling/protection - food protected from contamination_2017-03-06 - toilets/handwashing - soap and drying devices_2017-03-06 - physical facilities - premises maintained_2018-04-27 - food source - cross contamination_2018-04-27 - personnel - no bare hand contact_
LONGMONT - TORTUGAS - 218 COFFMAN ST,2014-05-23 - food source - cross contamination_2014-05-23 - personnel - hygienic practices_2017-12-07 - food temperature control - cold hold at 41 degrees or less_2017-12-07 - personnel - no bare hand contact_
LONGMONT - TWISTED ROOTS YOGURT - 1749 N MAIN ST UNIT C,2013-07-11 - equipment/utensil cleaning - manual_2013-07-11 - physical facilities - locker rooms_2013-07-11 - utensils - no reuse of single service articles_2016-03-14 - toilets/handwashing - soap and drying devices_2017-09-13 - food temperature control - cold hold at 41 degrees or less_2017-09-13 - food temperature control - food thermometer_2017-09-13 - physical facilities - locker rooms_
LONGMONT - URBAN THAI - 2030 IONOSPHERE ST UNIT B,"2013-11-27 - food temperature control - cold hold at 41 degrees or less_2013-11-27 - equipment/utensil cleaning - chemical test kits provided accessible_2013-11-27 - toilets/handwashing - soap and drying devices_2013-11-27 - utensils - equipment utensils provided used, stored_2015-10-09 - food temperature control - hot hold at 135 degrees farenheit or greater_2015-10-09 - food source - wholesome free of spoilage_2015-10-09 - toilets/handwashing - soap and drying devices_2015-10-09 - water/sewage/plumbing - hot and cold water under pressure_2015-10-09 - food temperature control - adequate equipment to maintain food temperatures_2015-10-09 - personnel - training needed_2015-10-09 - toilets/handwashing - accessible_2015-10-09 - food temperature control - cold hold at 41 degrees or less_2015-10-09 - personnel - hygienic practices_2015-10-09 - personnel - smoking eating drinking_2015-10-09 - equipment/utensil cleaning - mechanical_2016-04-15 - toilets/handwashing - accessible_2016-04-15 - personnel - training needed_"
LONGMONT - UTE CREEK GOLF COURSE - 2000 UTE CREEK DR,2013-10-22 - food source - wholesome free of spoilage_2013-10-22 - personnel - hands washed as needed_2016-04-11 - food labeling/protection - food protected from contamination_2019-06-19 - personnel - certified food protection manager_2019-06-19 - personnel - hands clean & properly washed_
LONGMONT - VILLAGE AT THE PEAKS (CINEMA) - 1230 S HOVER RD,2016-04-26 - food temperature control - refrigeration units with accurate thermometers_2018-02-14 - water/sewage/plumbing - hot and cold water under pressure_2018-02-14 - equipment/utensil cleaning - wiping cloths_2018-02-14 - water/sewage/plumbing - backflow back siphonage_
LONGMONT - VOLCAN AZUL (MOBILE) - 600 COFFMAN ST,2018-09-05 - water/sewage/plumbing - hot and cold water under pressure_2018-09-05 - poisons/toxins - properly stored_2018-09-05 - personnel - training needed_2018-09-05 - food temperature control - cold hold at 41 degrees or less_2018-09-05 - utensils - single service articles stored dispensed used_
LONGMONT - WAHOOS FISH TACO - 1087 S HOVER ST,2014-06-27 - food source - cross contamination_2017-03-02 - food temperature control - cooling methods_2017-03-02 - food source - cross contamination_2017-03-02 - personnel - hygienic practices_2017-03-02 - food temperature control - cold hold at 41 degrees or less_2017-03-02 - food temperature control - adequate equipment to maintain food temperatures_2017-11-29 - water/sewage/plumbing - backflow back siphonage_2017-11-29 - food source - cross contamination_
LONGMONT - WENDYS 4035 - 1091 S HOVER ST,2014-06-27 - water/sewage/plumbing - hot and cold water under pressure_2017-02-03 - food temperature control - cooling methods_
LONGMONT - WEST SIDE TAVERN - 1283 3RD AVE,2014-04-03 - food labeling/protection - food protected from contamination_2014-04-03 - food labeling/protection - original container properly labeled_2014-04-03 - physical facilities - premises maintained_2014-04-03 - food temperature control - adequate equipment to maintain food temperatures_2014-04-03 - physical facilities - floors walls ceilings_2014-04-03 - food temperature control - cold hold at 41 degrees or less_2014-04-03 - equipment design/contstruction - non-food contact surfaces construction_2014-04-03 - poisons/toxins - properly stored_2014-04-03 - equipment/utensil cleaning - food contact surfaces cleaning_2014-04-03 - equipment design/contstruction - food-contact surfaces construction_2014-04-03 - physical facilities - lighting_2014-04-03 - equipment/utensil cleaning - non-food contact surfaces cleaning_2014-04-03 - personnel - hands washed as needed_2014-04-03 - food source - consumer advisory_2014-04-03 - water/sewage/plumbing - plumbing installed maintained_2014-04-03 - utensils - no reuse of single service articles_2014-04-03 - food source - wholesome free of spoilage_2017-09-15 - personnel - no bare hand contact_2017-09-15 - food temperature control - cold hold at 41 degrees or less_2017-09-15 - personnel - smoking eating drinking_2017-09-15 - food labeling/protection - food protected from contamination_2017-09-15 - food source - consumer advisory_
LONGMONT - WINCHELLS DONUT - 502 MAIN ST,2014-05-16 - food temperature control - food thermometer_2014-05-16 - personnel - training needed_2016-12-05 - water/sewage/plumbing - hot and cold water under pressure_2016-12-05 - personnel - training needed_2016-12-05 - water/sewage/plumbing - backflow back siphonage_2016-12-05 - poisons/toxins - properly labeled_2016-12-05 - personnel - smoking eating drinking_2017-10-10 - water/sewage/plumbing - plumbing installed maintained_2017-10-10 - toilets/handwashing - soap and drying devices_2017-10-10 - physical facilities - floors walls ceilings_2017-10-10 - food source - approved source_2017-10-10 - equipment/utensil cleaning - chemical test kits provided accessible_2017-10-10 - personnel - hands washed as needed_2018-10-17 - food source - approved source_2018-10-17 - water/sewage/plumbing - plumbing installed maintained_2018-10-17 - poisons/toxins - properly labeled_2018-10-17 - personnel - hands washed as needed_2018-10-17 - utensils - single service articles stored dispensed used_2018-10-17 - water/sewage/plumbing - backflow back siphonage_2018-10-17 - equipment/utensil cleaning - manual_
LONGMONT - WING SHACK - 1133 FRANCIS ST,2013-12-16 - water/sewage/plumbing - backflow back siphonage_2016-10-26 - water/sewage/plumbing - backflow back siphonage_2016-10-26 - food temperature control - hot hold at 135 degrees farenheit or greater_2016-10-26 - food temperature control - cold hold at 41 degrees or less_
LONGMONT - WING STOP - 1100 KEN PRATT BLVD UNIT A,2018-05-23 - physical facilities - floors walls ceilings_
LONGMONT - YOONIECORN DONUTS - 1801 HOVER RD UNIT B,2014-04-29 - equipment/utensil cleaning - manual_2014-04-29 - personnel - training needed_2017-03-10 - pest control - pesticide application_2017-03-10 - personnel - training needed_2018-03-02 - water/sewage/plumbing - plumbing installed maintained_2018-03-02 - physical facilities - floors walls ceilings_2018-03-02 - personnel - smoking eating drinking_2018-03-02 - toilets/handwashing - adequate number location design_2018-03-02 - equipment design/contstruction - non-food contact surfaces construction_2018-03-02 - equipment/utensil cleaning - chemical test kits provided accessible_
LONGMONT - ZIGGIS COFFEE - 1139 FRANCIS ST,2017-04-18 - water/sewage/plumbing - backflow back siphonage_
LONGMONT - ZIGGIS COFFEE - 1221 S MAIN ST,2016-03-01 - toilets/handwashing - soap and drying devices_2017-03-02 - toilets/handwashing - soap and drying devices_2017-03-14 - poisons/toxins - properly labeled_2017-03-14 - toilets/handwashing - accessible_
LONGMONT - ZIGGIS COFFEE - 1729 HOVER ST,2014-03-19 - water/sewage/plumbing - backflow back siphonage_2014-03-19 - physical facilities - floors walls ceilings_2014-03-19 - equipment design/contstruction - food-contact surfaces construction_2014-03-19 - food source - approved source_2014-03-19 - personnel - training needed_2014-03-19 - food labeling/protection - food protected from contamination_2017-03-28 - personnel - smoking eating drinking_2017-03-28 - food temperature control - cold hold at 41 degrees or less_2017-03-28 - equipment/utensil cleaning - manual_2017-03-28 - food temperature control - adequate equipment to maintain food temperatures_2017-03-28 - personnel - training needed_2018-09-04 - poisons/toxins - properly stored_
LONGMONT - ZIGGIS COFFEE BAR - 400 N MAIN ST,2014-04-23 - water/sewage/plumbing - hot and cold water under pressure_2014-04-23 - toilets/handwashing - soap and drying devices_2014-04-23 - food temperature control - adequate equipment to maintain food temperatures_2014-04-23 - food temperature control - cold hold at 41 degrees or less_2014-04-23 - personnel - training needed_2017-08-15 - toilets/handwashing - accessible_2017-08-15 - poisons/toxins - properly labeled_
LOUISVILLE - 740 FRONT - 740 FRONT ST,2015-07-28 - personnel - smoking eating drinking_2015-07-28 - food temperature control - cold hold at 41 degrees or less_2015-07-28 - equipment/utensil cleaning - mechanical_2015-07-28 - toilets/handwashing - accessible_2015-07-28 - poisons/toxins - properly used_2018-08-23 - toilets/handwashing - soap and drying devices_2018-08-23 - food labeling/protection - food protected from contamination_2018-08-23 - toilets/handwashing - accessible_2018-08-23 - physical facilities - floors walls ceilings_2018-08-23 - personnel - hygienic practices_2018-08-23 - food source - cross contamination_2018-08-23 - water/sewage/plumbing - hot and cold water under pressure_2018-08-23 - utensils - single service articles stored dispensed used_2019-10-08 - toilets/handwashing - adequate handwashing sinks properly supplied and accessible_2019-10-08 - water/sewage/plumbing - hot & cold water available; adequate pressure_2019-10-08 - personnel - procedures for responding to vomiting and diarrheal events_2019-10-08 - food labeling/protection - food separated and protected_
LOUISVILLE - ABOS PIZZA - 1355 SOUTH BOULDER RD C2,"2014-01-07 - water/sewage/plumbing - hot and cold water under pressure_2014-01-07 - poisons/toxins - properly labeled_2014-01-07 - utensils - equipment utensils provided used, stored_2014-01-07 - food labeling/protection - original container properly labeled_2018-04-18 - food temperature control - food thermometer_2018-04-18 - personnel - smoking eating drinking_2018-04-18 - equipment/utensil cleaning - manual_2018-04-18 - toilets/handwashing - soap and drying devices_2018-04-18 - poisons/toxins - properly labeled_"
LOUISVILLE - AMERICAN LEGION POST 111 - 1150 PINE ST,2013-04-11 - food source - cross contamination_2013-04-11 - food temperature control - cold hold at 41 degrees or less_2013-04-11 - personnel - hands washed as needed_2013-04-11 - personnel - no bare hand contact_2013-04-11 - equipment/utensil cleaning - mechanical_2013-04-11 - personnel - training needed_2016-03-28 - toilets/handwashing - soap and drying devices_2016-03-28 - water/sewage/plumbing - hot and cold water under pressure_
LOUISVILLE - BAO ASIAN FUSION AND SUSHI - 594 S MCCASLIN BLVD,2014-04-18 - food source - consumer advisory_2014-04-18 - personnel - smoking eating drinking_2014-04-18 - toilets/handwashing - soap and drying devices_2014-04-18 - water/sewage/plumbing - hot and cold water under pressure_2014-04-18 - food source - wholesome free of spoilage_2016-10-24 - water/sewage/plumbing - plumbing installed maintained_2016-10-24 - water/sewage/plumbing - hot and cold water under pressure_2016-10-24 - food source - cross contamination_2016-10-24 - toilets/handwashing - soap and drying devices_2016-10-24 - food labeling/protection - food protected from contamination_2018-11-08 - toilets/handwashing - soap and drying devices_2018-11-08 - food source - cross contamination_2018-11-08 - poisons/toxins - properly labeled_
LOUISVILLE - BAWARCHI - 390 S MCCASLIN BLVD,"2013-01-28 - personnel - hands washed as needed_2013-01-28 - poisons/toxins - properly stored_2013-01-28 - food temperature control - hot hold at 135 degrees farenheit or greater_2013-01-28 - personnel - smoking eating drinking_2013-02-27 - equipment/utensil cleaning - mechanical_2013-02-27 - physical facilities - floors walls ceilings_2013-02-27 - personnel - hands washed as needed_2013-02-27 - utensils - linen properly stored_2013-02-27 - utensils - equipment utensils provided used, stored_2013-02-27 - equipment design/contstruction - food-contact surfaces construction_2013-02-27 - personnel - smoking eating drinking_2013-02-27 - poisons/toxins - properly stored_2014-08-11 - food source - consumer advisory_2014-08-11 - water/sewage/plumbing - plumbing installed maintained_2014-08-11 - poisons/toxins - properly used_2017-11-01 - equipment/utensil cleaning - mechanical_2017-11-01 - food labeling/protection - food protected from contamination_2017-11-01 - personnel - hands washed as needed_2017-11-01 - physical facilities - floors walls ceilings_2017-11-01 - toilets/handwashing - soap and drying devices_2017-11-01 - equipment/utensil cleaning - dishwashing facilities_2017-11-01 - food source - cross contamination_2017-11-01 - equipment design/contstruction - non-food contact surfaces construction_2017-11-01 - water/sewage/plumbing - backflow back siphonage_2018-12-03 - personnel - hands washed as needed_2018-12-03 - physical facilities - floors walls ceilings_2018-12-03 - food labeling/protection - food protected from contamination_2018-12-03 - poisons/toxins - properly labeled_2018-12-03 - utensils - no reuse of single service articles_2018-12-03 - food source - cross contamination_2018-12-03 - food temperature control - hot hold at 135 degrees farenheit or greater_2018-12-03 - personnel - no bare hand contact_2018-12-03 - food temperature control - cold hold at 41 degrees or less_2019-07-25 - food temperature control - proper cold holding temperatures_2019-07-25 - food labeling/protection - food separated and protected_2019-07-25 - equipment/utensil cleaning - food contact surfaces; cleaned & sanitized_2019-07-25 - food temperature control - proper hot holding temperatures_2019-07-25 - food source - contamination prevented during food preparation, storage & display_2019-07-25 - food temperature control - approved thawing methods used_2019-07-25 - personnel - procedures for responding to vomiting and diarrheal events_2019-07-25 - personnel - certified food protection manager_2019-07-25 - pest control - contamination prevented during food preparation, storage & display_2019-07-25 - physical facilities - physical facilities installed, maintained, & clean_2019-10-11 - water/sewage/plumbing - plumbing installed; proper backflow devices_2019-10-11 - physical facilities - physical facilities installed, maintained, & clean_2019-10-11 - toilets/handwashing - adequate handwashing sinks properly supplied and accessible_2019-10-11 - food source - contamination prevented during food preparation, storage & display_2019-10-11 - food temperature control - approved thawing methods used_2019-10-11 - pest control - contamination prevented during food preparation, storage & display_2019-10-11 - food temperature control - proper cold holding temperatures_"
LOUISVILLE - BEST WESTERN PLUS - 960 W DILLON RD,2014-03-21 - food temperature control - hot hold at 135 degrees farenheit or greater_2014-03-21 - food temperature control - cold hold at 41 degrees or less_2014-03-21 - food temperature control - food thermometer_2014-03-21 - equipment/utensil cleaning - chemical test kits provided accessible_2016-07-12 - personnel - training needed_2016-07-12 - food temperature control - hot hold at 135 degrees farenheit or greater_2016-07-12 - food temperature control - food thermometer_2019-03-29 - personnel - procedures for responding to vomiting and diarrheal events_2019-03-29 - food temperature control - proper cold holding temperatures_2019-03-29 - toilets/handwashing - adequate handwashing sinks properly supplied and accessible_2019-03-29 - personnel - certified food protection manager_2019-03-29 - food source - proper date marking and disposition_
LOUISVILLE - BITTERSWEET CAFE & CONFECTIONS - 836 MAIN ST,2014-02-28 - poisons/toxins - properly used_2014-02-28 - food temperature control - cold hold at 41 degrees or less_2014-02-28 - personnel - smoking eating drinking_2014-02-28 - equipment/utensil cleaning - dishwashing facilities_2017-11-01 - food source - cross contamination_2017-11-01 - personnel - hands washed as needed_2017-11-01 - equipment/utensil cleaning - food contact surfaces cleaning_2017-11-01 - water/sewage/plumbing - plumbing installed maintained_2017-11-01 - poisons/toxins - properly labeled_2017-11-01 - food temperature control - cold hold at 41 degrees or less_2017-11-01 - food labeling/protection - food protected from contamination_
LOUISVILLE - BLACKJACK PIZZA & SALADS - 1075 E SOUTH BOULDER RD UNIT 115,"2013-03-14 - personnel - smoking eating drinking_2015-04-10 - personnel - no bare hand contact_2015-04-10 - poisons/toxins - properly labeled_2015-04-10 - food labeling/protection - original container properly labeled_2017-03-23 - personnel - smoking eating drinking_2019-10-18 - poisons/toxins - toxic substances properly identified, stored & used_2019-10-18 - personnel - certified food protection manager_2019-10-18 - toilets/handwashing - adequate handwashing sinks properly supplied and accessible_2019-10-18 - personnel - procedures for responding to vomiting and diarrheal events_"
LOUISVILLE - BOBS SANDWICH SHOP - 820 MAIN ST UNIT 100,"2013-07-25 - water/sewage/plumbing - plumbing installed maintained_2013-07-25 - food labeling/protection - original container properly labeled_2013-07-25 - personnel - hygienic practices_2013-07-25 - water/sewage/plumbing - backflow back siphonage_2013-07-25 - utensils - equipment utensils provided used, stored_2013-07-25 - water/sewage/plumbing - sewage disposal_2013-07-25 - equipment design/contstruction - food-contact surfaces construction_2013-07-25 - personnel - training needed_2013-07-25 - poisons/toxins - properly stored_2015-05-04 - food source - consumer advisory_2015-05-04 - personnel - hygienic practices_2017-08-18 - toilets/handwashing - soap and drying devices_2017-08-18 - poisons/toxins - properly stored_2017-08-18 - food temperature control - cold hold at 41 degrees or less_"
LOUISVILLE - BURGER KING 7367 - 1325 E SOUTH BOULDER RD,2013-07-25 - water/sewage/plumbing - backflow back siphonage_2013-07-25 - equipment design/contstruction - non-food contact surfaces construction_2013-07-25 - water/sewage/plumbing - plumbing installed maintained_2013-07-25 - pest control - evidence of insects or rodents_2013-07-25 - food labeling/protection - food protected from contamination_2014-12-15 - physical facilities - premises maintained_2014-12-15 - toilets/handwashing - soap and drying devices_2016-06-29 - poisons/toxins - properly labeled_2018-03-06 - food temperature control - cold hold at 41 degrees or less_2018-03-06 - personnel - hands washed as needed_
